VotersAmount,WantedMeanIQ,HackMode,ForcedWrongVotersPercentage,NaiveCrowdIQ,FactorCrowdIQ
500,0.45,ForceWrong,0.75,0,0.756
500,0.45,ForceWrong,0.76,0,0.749
500,0.45,ForceWrong,0.77,0,0.745
500,0.45,ForceWrong,0.78,0,0.74
500,0.45,ForceWrong,0.79,0,0.733
500,0.45,ForceWrong,0.8,0,0.727
500,0.45,ForceWrong,0.81,0,0.722
500,0.45,ForceWrong,0.82,0,0.717
500,0.45,ForceWrong,0.83,0,0.711
500,0.45,ForceWrong,0.84,0,0.704
500,0.45,ForceWrong,0.85,0,0.698
500,0.45,ForceWrong,0.86,0,0.692
500,0.45,ForceWrong,0.87,0,0.683
500,0.45,ForceWrong,0.88,0,0.677
500,0.45,ForceWrong,0.89,0,0.671
500,0.45,ForceWrong,0.9,0,0.662
500,0.45,ForceWrong,0.91,0,0.654
500,0.45,ForceWrong,0.92,0,0.645
500,0.45,ForceWrong,0.93,0,0.635
500,0.45,ForceWrong,0.94,0,0.626
500,0.45,ForceWrong,0.95,0,0.615
500,0.45,ForceWrong,0.96,0,0.6
500,0.45,ForceWrong,0.97,0,0.59
500,0.45,ForceWrong,0.98,0,0.572
500,0.45,ForceWrong,0.99,0,0.551
500,0.45,ForceWrong,1,0,0.499
500,0.49,ForceRandom,0,0.329,0.959
500,0.49,ForceRandom,0.01,0.329,0.959
500,0.49,ForceRandom,0.02,0.33,0.958
500,0.49,ForceRandom,0.03,0.334,0.955
500,0.49,ForceRandom,0.04,0.334,0.953
500,0.49,ForceRandom,0.05,0.336,0.952
500,0.49,ForceRandom,0.06,0.338,0.948
500,0.49,ForceRandom,0.07,0.34,0.95
500,0.49,ForceRandom,0.08,0.342,0.945
500,0.49,ForceRandom,0.09,0.343,0.944
500,0.49,ForceRandom,0.1,0.342,0.941
500,0.49,ForceRandom,0.11,0.346,0.94
500,0.49,ForceRandom,0.12,0.345,0.938
500,0.49,ForceRandom,0.13,0.349,0.937
500,0.49,ForceRandom,0.14,0.35,0.934
500,0.49,ForceRandom,0.15,0.352,0.931
500,0.49,ForceRandom,0.16,0.353,0.928
500,0.49,ForceRandom,0.17,0.355,0.926
500,0.49,ForceRandom,0.18,0.357,0.924
500,0.49,ForceRandom,0.19,0.359,0.921
500,0.49,ForceRandom,0.2,0.36,0.917
500,0.49,ForceRandom,0.21,0.361,0.915
500,0.49,ForceRandom,0.22,0.364,0.912
500,0.49,ForceRandom,0.23,0.365,0.91
500,0.49,ForceRandom,0.24,0.369,0.909
500,0.49,ForceRandom,0.25,0.369,0.904
500,0.49,ForceRandom,0.26,0.372,0.902
500,0.49,ForceRandom,0.27,0.373,0.899
500,0.49,ForceRandom,0.28,0.374,0.896
500,0.49,ForceRandom,0.29,0.373,0.894
500,0.49,ForceRandom,0.3,0.377,0.889
500,0.49,ForceRandom,0.31,0.381,0.887
500,0.49,ForceRandom,0.32,0.38,0.883
500,0.49,ForceRandom,0.33,0.383,0.879
500,0.49,ForceRandom,0.34,0.384,0.875
500,0.49,ForceRandom,0.35,0.386,0.872
500,0.49,ForceRandom,0.36,0.388,0.868
500,0.49,ForceRandom,0.37,0.39,0.866
500,0.49,ForceRandom,0.38,0.391,0.861
500,0.49,ForceRandom,0.39,0.392,0.857
500,0.49,ForceRandom,0.4,0.394,0.852
500,0.49,ForceRandom,0.41,0.395,0.847
500,0.49,ForceRandom,0.42,0.398,0.846
500,0.49,ForceRandom,0.43,0.401,0.84
500,0.49,ForceRandom,0.44,0.401,0.835
500,0.49,ForceRandom,0.45,0.402,0.833
500,0.49,ForceRandom,0.46,0.405,0.828
500,0.49,ForceRandom,0.47,0.407,0.822
500,0.49,ForceRandom,0.48,0.408,0.819
500,0.49,ForceRandom,0.49,0.411,0.813
500,0.49,ForceRandom,0.5,0.411,0.809
500,0.49,ForceRandom,0.51,0.414,0.805
500,0.49,ForceRandom,0.52,0.415,0.798
500,0.49,ForceRandom,0.53,0.418,0.792
500,0.49,ForceRandom,0.54,0.418,0.789
500,0.49,ForceRandom,0.55,0.421,0.784
500,0.49,ForceRandom,0.56,0.423,0.778
500,0.49,ForceRandom,0.57,0.421,0.774
500,0.49,ForceRandom,0.58,0.426,0.769
500,0.49,ForceRandom,0.59,0.427,0.762
500,0.49,ForceRandom,0.6,0.429,0.756
500,0.49,ForceRandom,0.61,0.431,0.753
500,0.49,ForceRandom,0.62,0.434,0.748
500,0.49,ForceRandom,0.63,0.434,0.74
500,0.49,ForceRandom,0.64,0.438,0.736
500,0.49,ForceRandom,0.65,0.437,0.729
500,0.49,ForceRandom,0.66,0.44,0.722
500,0.49,ForceRandom,0.67,0.44,0.719
500,0.49,ForceRandom,0.68,0.443,0.711
500,0.49,ForceRandom,0.69,0.445,0.706
500,0.49,ForceRandom,0.7,0.445,0.699
500,0.49,ForceRandom,0.71,0.449,0.694
500,0.49,ForceRandom,0.72,0.449,0.688
500,0.49,ForceRandom,0.73,0.452,0.681
500,0.49,ForceRandom,0.74,0.453,0.674
500,0.49,ForceRandom,0.75,0.456,0.669
500,0.49,ForceRandom,0.76,0.457,0.662
500,0.49,ForceRandom,0.77,0.458,0.656
500,0.49,ForceRandom,0.78,0.463,0.65
500,0.49,ForceRandom,0.79,0.462,0.643
500,0.49,ForceRandom,0.8,0.464,0.635
500,0.49,ForceRandom,0.81,0.466,0.63
500,0.49,ForceRandom,0.82,0.468,0.623
500,0.49,ForceRandom,0.83,0.468,0.616
500,0.49,ForceRandom,0.84,0.471,0.609
500,0.49,ForceRandom,0.85,0.473,0.603
500,0.49,ForceRandom,0.86,0.476,0.596
500,0.49,ForceRandom,0.87,0.476,0.589
500,0.49,ForceRandom,0.88,0.479,0.582
500,0.49,ForceRandom,0.89,0.48,0.577
500,0.49,ForceRandom,0.9,0.479,0.569
500,0.49,ForceRandom,0.91,0.482,0.563
500,0.49,ForceRandom,0.92,0.487,0.555
500,0.49,ForceRandom,0.93,0.488,0.546
500,0.49,ForceRandom,0.94,0.488,0.542
500,0.49,ForceRandom,0.95,0.491,0.534
500,0.49,ForceRandom,0.96,0.493,0.529
500,0.49,ForceRandom,0.97,0.496,0.522
500,0.49,ForceRandom,0.98,0.496,0.513
500,0.49,ForceRandom,0.99,0.499,0.508
500,0.49,ForceRandom,1,0.5,0.5
500,0.49,ForceWrong,0,0.327,0.958
500,0.49,ForceWrong,0.01,0.253,0.959
500,0.49,ForceWrong,0.02,0.187,0.956
500,0.49,ForceWrong,0.03,0.132,0.955
500,0.49,ForceWrong,0.04,0.088,0.954
500,0.49,ForceWrong,0.05,0.057,0.953
500,0.49,ForceWrong,0.06,0.034,0.95
500,0.49,ForceWrong,0.07,0.02,0.948
500,0.49,ForceWrong,0.08,0.011,0.948
500,0.49,ForceWrong,0.09,0.004,0.944
500,0.49,ForceWrong,0.1,0.002,0.944
500,0.49,ForceWrong,0.11,0,0.941
500,0.49,ForceWrong,0.12,0,0.939
500,0.49,ForceWrong,0.13,0,0.939
500,0.49,ForceWrong,0.14,0.001,0.936
500,0.49,ForceWrong,0.15,0,0.935
500,0.49,ForceWrong,0.16,0,0.931
500,0.49,ForceWrong,0.17,0,0.93
500,0.49,ForceWrong,0.18,0,0.929
500,0.49,ForceWrong,0.19,0,0.926
500,0.49,ForceWrong,0.2,0,0.923
500,0.49,ForceWrong,0.21,0,0.922
500,0.49,ForceWrong,0.22,0,0.92
500,0.49,ForceWrong,0.23,0,0.92
500,0.49,ForceWrong,0.24,0,0.915
500,0.49,ForceWrong,0.25,0,0.913
500,0.49,ForceWrong,0.26,0,0.911
500,0.49,ForceWrong,0.27,0,0.908
500,0.49,ForceWrong,0.28,0,0.907
500,0.49,ForceWrong,0.29,0,0.903
500,0.49,ForceWrong,0.3,0,0.901
500,0.49,ForceWrong,0.31,0,0.898
500,0.49,ForceWrong,0.32,0,0.897
500,0.49,ForceWrong,0.33,0,0.893
500,0.49,ForceWrong,0.34,0,0.893
500,0.49,ForceWrong,0.35,0,0.888
500,0.49,ForceWrong,0.36,0,0.887
500,0.49,ForceWrong,0.37,0,0.884
500,0.49,ForceWrong,0.38,0,0.881
500,0.49,ForceWrong,0.39,0,0.878
500,0.49,ForceWrong,0.4,0,0.875
500,0.49,ForceWrong,0.41,0,0.87
500,0.49,ForceWrong,0.42,0,0.872
500,0.49,ForceWrong,0.43,0,0.866
500,0.49,ForceWrong,0.44,0,0.863
500,0.49,ForceWrong,0.45,0,0.862
500,0.49,ForceWrong,0.46,0,0.856
500,0.49,ForceWrong,0.47,0,0.855
500,0.49,ForceWrong,0.48,0,0.851
500,0.49,ForceWrong,0.49,0,0.849
500,0.49,ForceWrong,0.5,0,0.844
500,0.49,ForceWrong,0.51,0,0.841
500,0.49,ForceWrong,0.52,0,0.839
500,0.49,ForceWrong,0.53,0,0.835
500,0.49,ForceWrong,0.54,0,0.832
500,0.49,ForceWrong,0.55,0,0.829
500,0.49,ForceWrong,0.56,0,0.824
500,0.49,ForceWrong,0.57,0,0.819
500,0.49,ForceWrong,0.58,0,0.817
500,0.49,ForceWrong,0.59,0,0.813
500,0.49,ForceWrong,0.6,0,0.811
500,0.49,ForceWrong,0.61,0,0.805
500,0.49,ForceWrong,0.62,0,0.805
500,0.49,ForceWrong,0.63,0,0.798
500,0.49,ForceWrong,0.64,0,0.794
500,0.49,ForceWrong,0.65,0,0.792
500,0.49,ForceWrong,0.66,0,0.786
500,0.49,ForceWrong,0.67,0,0.783
500,0.49,ForceWrong,0.68,0,0.779
500,0.49,ForceWrong,0.69,0,0.774
500,0.49,ForceWrong,0.7,0,0.77
500,0.49,ForceWrong,0.71,0,0.765
500,0.49,ForceWrong,0.72,0,0.762
500,0.49,ForceWrong,0.73,0,0.759
500,0.49,ForceWrong,0.74,0,0.752
500,0.49,ForceWrong,0.75,0,0.748
500,0.49,ForceWrong,0.76,0,0.743
500,0.49,ForceWrong,0.77,0,0.737
500,0.49,ForceWrong,0.78,0,0.733
500,0.49,ForceWrong,0.79,0,0.726
500,0.49,ForceWrong,0.8,0,0.721
500,0.49,ForceWrong,0.81,0,0.715
500,0.49,ForceWrong,0.82,0,0.71
500,0.49,ForceWrong,0.83,0,0.705
500,0.49,ForceWrong,0.84,0,0.698
500,0.49,ForceWrong,0.85,0,0.692
500,0.49,ForceWrong,0.86,0,0.683
500,0.49,ForceWrong,0.87,0,0.678
500,0.49,ForceWrong,0.88,0,0.673
500,0.49,ForceWrong,0.89,0,0.667
500,0.49,ForceWrong,0.9,0,0.658
500,0.49,ForceWrong,0.91,0,0.648
500,0.49,ForceWrong,0.92,0,0.639
500,0.49,ForceWrong,0.93,0,0.631
500,0.49,ForceWrong,0.94,0,0.621
500,0.49,ForceWrong,0.95,0,0.61
500,0.49,ForceWrong,0.96,0,0.598
500,0.49,ForceWrong,0.97,0,0.587
500,0.49,ForceWrong,0.98,0,0.57
500,0.49,ForceWrong,0.99,0,0.548
500,0.49,ForceWrong,1,0,0.5
500,0.5,ForceRandom,0,0.499,0.96
500,0.5,ForceRandom,0.01,0.499,0.958
500,0.5,ForceRandom,0.02,0.499,0.955
500,0.5,ForceRandom,0.03,0.5,0.954
500,0.5,ForceRandom,0.04,0.5,0.953
500,0.5,ForceRandom,0.05,0.501,0.952
500,0.5,ForceRandom,0.06,0.501,0.95
500,0.5,ForceRandom,0.07,0.501,0.947
500,0.5,ForceRandom,0.08,0.499,0.946
500,0.5,ForceRandom,0.09,0.5,0.942
500,0.5,ForceRandom,0.1,0.499,0.942
500,0.5,ForceRandom,0.11,0.5,0.939
500,0.5,ForceRandom,0.12,0.499,0.94
500,0.5,ForceRandom,0.13,0.501,0.936
500,0.5,ForceRandom,0.14,0.5,0.932
500,0.5,ForceRandom,0.15,0.5,0.931
500,0.5,ForceRandom,0.16,0.501,0.929
500,0.5,ForceRandom,0.17,0.499,0.927
500,0.5,ForceRandom,0.18,0.501,0.925
500,0.5,ForceRandom,0.19,0.501,0.921
500,0.5,ForceRandom,0.2,0.501,0.919
500,0.5,ForceRandom,0.21,0.499,0.918
500,0.5,ForceRandom,0.22,0.501,0.913
500,0.5,ForceRandom,0.23,0.501,0.911
500,0.5,ForceRandom,0.24,0.5,0.908
500,0.5,ForceRandom,0.25,0.499,0.905
500,0.5,ForceRandom,0.26,0.501,0.902
500,0.5,ForceRandom,0.27,0.5,0.899
500,0.5,ForceRandom,0.28,0.501,0.897
500,0.5,ForceRandom,0.29,0.5,0.892
500,0.5,ForceRandom,0.3,0.501,0.889
500,0.5,ForceRandom,0.31,0.5,0.887
500,0.5,ForceRandom,0.32,0.501,0.881
500,0.5,ForceRandom,0.33,0.5,0.879
500,0.5,ForceRandom,0.34,0.501,0.875
500,0.5,ForceRandom,0.35,0.5,0.872
500,0.5,ForceRandom,0.36,0.502,0.867
500,0.5,ForceRandom,0.37,0.5,0.864
500,0.5,ForceRandom,0.38,0.5,0.859
500,0.5,ForceRandom,0.39,0.501,0.857
500,0.5,ForceRandom,0.4,0.499,0.852
500,0.5,ForceRandom,0.41,0.5,0.848
500,0.5,ForceRandom,0.42,0.5,0.845
500,0.5,ForceRandom,0.43,0.498,0.839
500,0.5,ForceRandom,0.44,0.501,0.835
500,0.5,ForceRandom,0.45,0.5,0.832
500,0.5,ForceRandom,0.46,0.499,0.828
500,0.5,ForceRandom,0.47,0.501,0.822
500,0.5,ForceRandom,0.48,0.499,0.818
500,0.5,ForceRandom,0.49,0.499,0.813
500,0.5,ForceRandom,0.5,0.5,0.807
500,0.5,ForceRandom,0.51,0.498,0.804
500,0.5,ForceRandom,0.52,0.5,0.798
500,0.5,ForceRandom,0.53,0.5,0.793
500,0.5,ForceRandom,0.54,0.499,0.788
500,0.5,ForceRandom,0.55,0.5,0.784
500,0.5,ForceRandom,0.56,0.501,0.779
500,0.5,ForceRandom,0.57,0.499,0.774
500,0.5,ForceRandom,0.58,0.5,0.768
500,0.5,ForceRandom,0.59,0.5,0.763
500,0.5,ForceRandom,0.6,0.501,0.759
500,0.5,ForceRandom,0.61,0.5,0.752
500,0.5,ForceRandom,0.62,0.499,0.747
500,0.5,ForceRandom,0.63,0.501,0.741
500,0.5,ForceRandom,0.64,0.499,0.736
500,0.5,ForceRandom,0.65,0.5,0.73
500,0.5,ForceRandom,0.66,0.5,0.723
500,0.5,ForceRandom,0.67,0.499,0.719
500,0.5,ForceRandom,0.68,0.5,0.714
500,0.5,ForceRandom,0.69,0.5,0.707
500,0.5,ForceRandom,0.7,0.501,0.7
500,0.5,ForceRandom,0.71,0.501,0.693
500,0.5,ForceRandom,0.72,0.499,0.688
500,0.5,ForceRandom,0.73,0.5,0.681
500,0.5,ForceRandom,0.74,0.501,0.675
500,0.5,ForceRandom,0.75,0.5,0.669
500,0.5,ForceRandom,0.76,0.501,0.662
500,0.5,ForceRandom,0.77,0.499,0.655
500,0.5,ForceRandom,0.78,0.501,0.651
500,0.5,ForceRandom,0.79,0.5,0.643
500,0.5,ForceRandom,0.8,0.501,0.638
500,0.5,ForceRandom,0.81,0.5,0.63
500,0.5,ForceRandom,0.82,0.498,0.623
500,0.5,ForceRandom,0.83,0.501,0.617
500,0.5,ForceRandom,0.84,0.5,0.61
500,0.5,ForceRandom,0.85,0.5,0.603
500,0.5,ForceRandom,0.86,0.5,0.597
500,0.5,ForceRandom,0.87,0.499,0.59
500,0.5,ForceRandom,0.88,0.499,0.583
500,0.5,ForceRandom,0.89,0.501,0.578
500,0.5,ForceRandom,0.9,0.5,0.57
500,0.5,ForceRandom,0.91,0.499,0.561
500,0.5,ForceRandom,0.92,0.5,0.555
500,0.5,ForceRandom,0.93,0.501,0.549
500,0.5,ForceRandom,0.94,0.501,0.542
500,0.5,ForceRandom,0.95,0.5,0.536
500,0.5,ForceRandom,0.96,0.5,0.528
500,0.5,ForceRandom,0.97,0.501,0.519
500,0.5,ForceRandom,0.98,0.501,0.514
500,0.5,ForceRandom,0.99,0.501,0.508
500,0.5,ForceRandom,1,0.5,0.501
500,0.5,ForceWrong,0,0.5,0.961
500,0.5,ForceWrong,0.01,0.411,0.958
500,0.5,ForceWrong,0.02,0.326,0.956
500,0.5,ForceWrong,0.03,0.249,0.956
500,0.5,ForceWrong,0.04,0.18,0.953
500,0.5,ForceWrong,0.05,0.127,0.951
500,0.5,ForceWrong,0.06,0.084,0.95
500,0.5,ForceWrong,0.07,0.05,0.95
500,0.5,ForceWrong,0.08,0.031,0.946
500,0.5,ForceWrong,0.09,0.018,0.943
500,0.5,ForceWrong,0.1,0.008,0.943
500,0.5,ForceWrong,0.11,0.005,0.941
500,0.5,ForceWrong,0.12,0.001,0.938
500,0.5,ForceWrong,0.13,0,0.938
500,0.5,ForceWrong,0.14,0,0.935
500,0.5,ForceWrong,0.15,0,0.935
500,0.5,ForceWrong,0.16,0,0.933
500,0.5,ForceWrong,0.17,0.001,0.929
500,0.5,ForceWrong,0.18,0,0.928
500,0.5,ForceWrong,0.19,0,0.924
500,0.5,ForceWrong,0.2,0,0.924
500,0.5,ForceWrong,0.21,0,0.923
500,0.5,ForceWrong,0.22,0,0.919
500,0.5,ForceWrong,0.23,0,0.917
500,0.5,ForceWrong,0.24,0,0.913
500,0.5,ForceWrong,0.25,0,0.911
500,0.5,ForceWrong,0.26,0,0.908
500,0.5,ForceWrong,0.27,0,0.907
500,0.5,ForceWrong,0.28,0,0.903
500,0.5,ForceWrong,0.29,0,0.902
500,0.5,ForceWrong,0.3,0,0.9
500,0.5,ForceWrong,0.31,0,0.897
500,0.5,ForceWrong,0.32,0,0.896
500,0.5,ForceWrong,0.33,0,0.892
500,0.5,ForceWrong,0.34,0,0.891
500,0.5,ForceWrong,0.35,0,0.888
500,0.5,ForceWrong,0.36,0,0.884
500,0.5,ForceWrong,0.37,0,0.88
500,0.5,ForceWrong,0.38,0,0.879
500,0.5,ForceWrong,0.39,0,0.876
500,0.5,ForceWrong,0.4,0,0.873
500,0.5,ForceWrong,0.41,0,0.87
500,0.5,ForceWrong,0.42,0,0.867
500,0.5,ForceWrong,0.43,0,0.864
500,0.5,ForceWrong,0.44,0,0.861
500,0.5,ForceWrong,0.45,0,0.858
500,0.5,ForceWrong,0.46,0,0.856
500,0.5,ForceWrong,0.47,0,0.852
500,0.5,ForceWrong,0.48,0,0.85
500,0.5,ForceWrong,0.49,0,0.848
500,0.5,ForceWrong,0.5,0,0.844
500,0.5,ForceWrong,0.51,0,0.84
500,0.5,ForceWrong,0.52,0,0.836
500,0.5,ForceWrong,0.53,0,0.833
500,0.5,ForceWrong,0.54,0,0.829
500,0.5,ForceWrong,0.55,0,0.827
500,0.5,ForceWrong,0.56,0,0.823
500,0.5,ForceWrong,0.57,0,0.819
500,0.5,ForceWrong,0.58,0,0.816
500,0.5,ForceWrong,0.59,0,0.812
500,0.5,ForceWrong,0.6,0,0.808
500,0.5,ForceWrong,0.61,0,0.805
500,0.5,ForceWrong,0.62,0,0.8
500,0.5,ForceWrong,0.63,0,0.798
500,0.5,ForceWrong,0.64,0,0.793
500,0.5,ForceWrong,0.65,0,0.789
500,0.5,ForceWrong,0.66,0,0.785
500,0.5,ForceWrong,0.67,0,0.78
500,0.5,ForceWrong,0.68,0,0.777
500,0.5,ForceWrong,0.69,0,0.773
500,0.5,ForceWrong,0.7,0,0.768
500,0.5,ForceWrong,0.71,0,0.765
500,0.5,ForceWrong,0.72,0,0.757
500,0.5,ForceWrong,0.73,0,0.754
500,0.5,ForceWrong,0.74,0,0.75
500,0.5,ForceWrong,0.75,0,0.745
500,0.5,ForceWrong,0.76,0,0.742
500,0.5,ForceWrong,0.77,0,0.737
500,0.5,ForceWrong,0.78,0,0.73
500,0.5,ForceWrong,0.79,0,0.724
500,0.5,ForceWrong,0.8,0,0.721
500,0.5,ForceWrong,0.81,0,0.714
500,0.5,ForceWrong,0.82,0,0.708
500,0.5,ForceWrong,0.83,0,0.703
500,0.5,ForceWrong,0.84,0,0.697
500,0.5,ForceWrong,0.85,0,0.69
500,0.5,ForceWrong,0.86,0,0.685
500,0.5,ForceWrong,0.87,0,0.677
500,0.5,ForceWrong,0.88,0,0.67
500,0.5,ForceWrong,0.89,0,0.662
500,0.5,ForceWrong,0.9,0,0.655
500,0.5,ForceWrong,0.91,0,0.647
500,0.5,ForceWrong,0.92,0,0.64
500,0.5,ForceWrong,0.93,0,0.63
500,0.5,ForceWrong,0.94,0,0.619
500,0.5,ForceWrong,0.95,0,0.608
500,0.5,ForceWrong,0.96,0,0.597
500,0.5,ForceWrong,0.97,0,0.584
500,0.5,ForceWrong,0.98,0,0.567
500,0.5,ForceWrong,0.99,0,0.548
500,0.5,ForceWrong,1,0,0.501
500,0.51,ForceRandom,0,0.672,0.959
500,0.51,ForceRandom,0.01,0.67,0.958
500,0.51,ForceRandom,0.02,0.67,0.956
500,0.51,ForceRandom,0.03,0.668,0.955
500,0.51,ForceRandom,0.04,0.666,0.955
500,0.51,ForceRandom,0.05,0.665,0.951
500,0.51,ForceRandom,0.06,0.662,0.951
500,0.51,ForceRandom,0.07,0.66,0.948
500,0.51,ForceRandom,0.08,0.659,0.945
500,0.51,ForceRandom,0.09,0.658,0.944
500,0.51,ForceRandom,0.1,0.656,0.941
500,0.51,ForceRandom,0.11,0.653,0.941
500,0.51,ForceRandom,0.12,0.652,0.938
500,0.51,ForceRandom,0.13,0.65,0.935
500,0.51,ForceRandom,0.14,0.649,0.934
500,0.51,ForceRandom,0.15,0.648,0.931
500,0.51,ForceRandom,0.16,0.645,0.928
500,0.51,ForceRandom,0.17,0.643,0.926
500,0.51,ForceRandom,0.18,0.643,0.924
500,0.51,ForceRandom,0.19,0.641,0.923
500,0.51,ForceRandom,0.2,0.64,0.919
500,0.51,ForceRandom,0.21,0.639,0.917
500,0.51,ForceRandom,0.22,0.636,0.913
500,0.51,ForceRandom,0.23,0.634,0.911
500,0.51,ForceRandom,0.24,0.634,0.908
500,0.51,ForceRandom,0.25,0.632,0.907
500,0.51,ForceRandom,0.26,0.629,0.901
500,0.51,ForceRandom,0.27,0.627,0.898
500,0.51,ForceRandom,0.28,0.627,0.897
500,0.51,ForceRandom,0.29,0.626,0.891
500,0.51,ForceRandom,0.3,0.623,0.889
500,0.51,ForceRandom,0.31,0.62,0.886
500,0.51,ForceRandom,0.32,0.619,0.881
500,0.51,ForceRandom,0.33,0.617,0.879
500,0.51,ForceRandom,0.34,0.616,0.876
500,0.51,ForceRandom,0.35,0.616,0.874
500,0.51,ForceRandom,0.36,0.612,0.867
500,0.51,ForceRandom,0.37,0.611,0.865
500,0.51,ForceRandom,0.38,0.608,0.861
500,0.51,ForceRandom,0.39,0.606,0.855
500,0.51,ForceRandom,0.4,0.607,0.853
500,0.51,ForceRandom,0.41,0.604,0.848
500,0.51,ForceRandom,0.42,0.602,0.845
500,0.51,ForceRandom,0.43,0.6,0.842
500,0.51,ForceRandom,0.44,0.6,0.834
500,0.51,ForceRandom,0.45,0.597,0.83
500,0.51,ForceRandom,0.46,0.595,0.826
500,0.51,ForceRandom,0.47,0.594,0.821
500,0.51,ForceRandom,0.48,0.592,0.817
500,0.51,ForceRandom,0.49,0.588,0.813
500,0.51,ForceRandom,0.5,0.588,0.809
500,0.51,ForceRandom,0.51,0.586,0.804
500,0.51,ForceRandom,0.52,0.585,0.799
500,0.51,ForceRandom,0.53,0.583,0.794
500,0.51,ForceRandom,0.54,0.582,0.789
500,0.51,ForceRandom,0.55,0.579,0.782
500,0.51,ForceRandom,0.56,0.577,0.779
500,0.51,ForceRandom,0.57,0.574,0.773
500,0.51,ForceRandom,0.58,0.575,0.767
500,0.51,ForceRandom,0.59,0.572,0.763
500,0.51,ForceRandom,0.6,0.571,0.757
500,0.51,ForceRandom,0.61,0.57,0.752
500,0.51,ForceRandom,0.62,0.567,0.747
500,0.51,ForceRandom,0.63,0.565,0.741
500,0.51,ForceRandom,0.64,0.562,0.736
500,0.51,ForceRandom,0.65,0.563,0.73
500,0.51,ForceRandom,0.66,0.562,0.723
500,0.51,ForceRandom,0.67,0.56,0.717
500,0.51,ForceRandom,0.68,0.556,0.711
500,0.51,ForceRandom,0.69,0.554,0.705
500,0.51,ForceRandom,0.7,0.553,0.7
500,0.51,ForceRandom,0.71,0.551,0.694
500,0.51,ForceRandom,0.72,0.549,0.688
500,0.51,ForceRandom,0.73,0.546,0.68
500,0.51,ForceRandom,0.74,0.547,0.675
500,0.51,ForceRandom,0.75,0.544,0.668
500,0.51,ForceRandom,0.76,0.542,0.663
500,0.51,ForceRandom,0.77,0.541,0.653
500,0.51,ForceRandom,0.78,0.537,0.648
500,0.51,ForceRandom,0.79,0.537,0.644
500,0.51,ForceRandom,0.8,0.534,0.636
500,0.51,ForceRandom,0.81,0.534,0.629
500,0.51,ForceRandom,0.82,0.53,0.623
500,0.51,ForceRandom,0.83,0.53,0.617
500,0.51,ForceRandom,0.84,0.53,0.611
500,0.51,ForceRandom,0.85,0.527,0.603
500,0.51,ForceRandom,0.86,0.525,0.596
500,0.51,ForceRandom,0.87,0.525,0.59
500,0.51,ForceRandom,0.88,0.521,0.583
500,0.51,ForceRandom,0.89,0.521,0.578
500,0.51,ForceRandom,0.9,0.516,0.57
500,0.51,ForceRandom,0.91,0.517,0.563
500,0.51,ForceRandom,0.92,0.515,0.557
500,0.51,ForceRandom,0.93,0.512,0.548
500,0.51,ForceRandom,0.94,0.512,0.541
500,0.51,ForceRandom,0.95,0.511,0.534
500,0.51,ForceRandom,0.96,0.507,0.527
500,0.51,ForceRandom,0.97,0.508,0.52
500,0.51,ForceRandom,0.98,0.503,0.513
500,0.51,ForceRandom,0.99,0.501,0.507
500,0.51,ForceRandom,1,0.5,0.498
500,0.51,ForceWrong,0,0.673,0.961
500,0.51,ForceWrong,0.01,0.588,0.958
500,0.51,ForceWrong,0.02,0.496,0.957
500,0.51,ForceWrong,0.03,0.406,0.955
500,0.51,ForceWrong,0.04,0.317,0.954
500,0.51,ForceWrong,0.05,0.24,0.95
500,0.51,ForceWrong,0.06,0.172,0.95
500,0.51,ForceWrong,0.07,0.117,0.948
500,0.51,ForceWrong,0.08,0.074,0.946
500,0.51,ForceWrong,0.09,0.045,0.943
500,0.51,ForceWrong,0.1,0.027,0.943
500,0.51,ForceWrong,0.11,0.015,0.941
500,0.51,ForceWrong,0.12,0.008,0.94
500,0.51,ForceWrong,0.13,0.003,0.937
500,0.51,ForceWrong,0.14,0,0.934
500,0.51,ForceWrong,0.15,0,0.932
500,0.51,ForceWrong,0.16,0,0.93
500,0.51,ForceWrong,0.17,0,0.928
500,0.51,ForceWrong,0.18,0,0.927
500,0.51,ForceWrong,0.19,0,0.925
500,0.51,ForceWrong,0.2,0,0.921
500,0.51,ForceWrong,0.21,0,0.92
500,0.51,ForceWrong,0.22,0,0.918
500,0.51,ForceWrong,0.23,0,0.916
500,0.51,ForceWrong,0.24,0,0.912
500,0.51,ForceWrong,0.25,0,0.911
500,0.51,ForceWrong,0.26,0,0.908
500,0.51,ForceWrong,0.27,0,0.906
500,0.51,ForceWrong,0.28,0,0.903
500,0.51,ForceWrong,0.29,0,0.902
500,0.51,ForceWrong,0.3,0,0.898
500,0.51,ForceWrong,0.31,0,0.896
500,0.51,ForceWrong,0.32,0,0.894
500,0.51,ForceWrong,0.33,0,0.892
500,0.51,ForceWrong,0.34,0,0.888
500,0.51,ForceWrong,0.35,0,0.888
500,0.51,ForceWrong,0.36,0,0.882
500,0.51,ForceWrong,0.37,0,0.88
500,0.51,ForceWrong,0.38,0,0.879
500,0.51,ForceWrong,0.39,0,0.875
500,0.51,ForceWrong,0.4,0,0.871
500,0.51,ForceWrong,0.41,0,0.871
500,0.51,ForceWrong,0.42,0,0.867
500,0.51,ForceWrong,0.43,0,0.863
500,0.51,ForceWrong,0.44,0,0.86
500,0.51,ForceWrong,0.45,0,0.857
