VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
620,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.19,0.30,0.30,620.00,620.00,609.59,434.00,372.00,310.00,248.00,186.00,124.00,77.71,77.67
630,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.19,0.30,0.30,630.00,630.00,615.23,441.00,378.00,315.00,252.00,189.00,126.00,78.94,78.88
640,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.18,0.30,0.30,640.00,640.00,626.25,448.00,384.00,320.00,256.00,192.00,128.00,80.22,80.17
650,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.18,0.30,0.30,650.00,650.00,637.81,455.00,390.00,325.00,260.00,195.00,130.00,81.44,81.37
660,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.18,0.30,0.30,660.00,660.00,648.14,462.00,396.00,330.00,264.00,198.00,132.00,82.69,82.61
670,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.18,0.30,0.30,670.00,670.00,654.82,469.00,402.00,335.00,268.00,201.00,134.00,83.95,83.90
680,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.18,0.30,0.30,680.00,680.00,664.33,476.00,408.00,340.00,272.00,204.00,136.00,85.20,85.12
690,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.17,0.30,0.30,690.00,690.00,680.57,483.00,414.00,345.00,276.00,207.00,138.00,86.45,86.40
700,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.17,0.29,0.29,700.00,700.00,685.78,490.00,420.00,350.00,280.00,210.00,140.00,87.67,87.62
710,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.07,0.17,0.29,0.29,710.00,710.00,697.52,497.00,426.00,355.00,284.00,213.00,142.00,88.92,88.91
720,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.07,0.17,0.29,0.29,720.00,720.00,705.38,504.00,432.00,360.00,288.00,216.00,144.00,90.24,90.11
730,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.07,0.17,0.29,0.29,730.00,730.00,717.74,511.00,438.00,365.00,292.00,219.00,146.00,91.44,91.41
740,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.07,0.17,0.29,0.29,740.00,740.00,727.28,518.00,444.00,370.00,296.00,222.00,148.00,92.69,92.66
750,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.07,0.17,0.29,0.29,750.00,750.00,738.57,525.00,450.00,375.00,300.00,225.00,150.00,93.95,93.90
760,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.16,0.29,0.28,760.00,760.00,747.23,532.00,456.00,380.00,304.00,228.00,152.00,95.16,95.17
770,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.16,0.28,0.29,770.00,770.00,757.97,539.00,462.00,385.00,308.00,231.00,154.00,96.47,96.39
780,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.16,0.28,0.28,780.00,780.00,765.07,546.00,468.00,390.00,312.00,234.00,156.00,97.72,97.64
790,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.16,0.28,0.28,790.00,790.00,782.90,553.00,474.00,395.00,316.00,237.00,158.00,98.95,98.90
800,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.16,0.28,0.28,800.00,800.00,788.75,560.00,480.00,400.00,320.00,240.00,160.00,100.22,100.21
810,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.16,0.28,0.28,810.00,810.00,800.51,567.00,486.00,405.00,324.00,243.00,162.00,101.44,101.43
820,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.16,0.28,0.28,820.00,820.00,812.31,574.00,492.00,410.00,328.00,246.00,164.00,102.66,102.65
830,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.15,0.28,0.28,830.00,830.00,818.33,581.00,498.00,415.00,332.00,249.00,166.00,103.95,103.91
840,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.15,0.28,0.28,840.00,840.00,828.19,588.00,504.00,420.00,336.00,252.00,168.00,105.20,105.16
850,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.15,0.28,0.27,850.00,850.00,836.72,595.00,510.00,425.00,340.00,255.00,170.00,106.43,106.37
860,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.15,0.27,0.27,860.00,860.00,849.92,602.00,516.00,430.00,344.00,258.00,172.00,107.70,107.68
870,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.15,0.27,0.27,870.00,870.00,858.79,609.00,522.00,435.00,348.00,261.00,174.00,108.95,108.95
880,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.15,0.27,0.27,880.00,880.00,871.41,616.00,528.00,440.00,352.00,264.00,176.00,110.22,110.18
890,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.15,0.27,0.27,890.00,890.00,881.66,623.00,534.00,445.00,356.00,267.00,178.00,111.47,111.44
900,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.15,0.27,0.27,900.00,900.00,886.64,630.00,540.00,450.00,360.00,270.00,180.00,112.69,112.69
910,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.14,0.27,0.27,910.00,910.00,897.56,637.00,546.00,455.00,364.00,273.00,182.00,113.99,113.94
920,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.14,0.27,0.27,920.00,920.00,907.42,644.00,552.00,460.00,368.00,276.00,184.00,115.18,115.21
930,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.14,0.27,0.26,930.00,930.00,917.29,651.00,558.00,465.00,372.00,279.00,186.00,116.50,116.43
940,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.14,0.27,0.27,940.00,940.00,931.19,658.00,564.00,470.00,376.00,282.00,188.00,117.75,117.69
950,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.14,0.26,0.27,950.00,950.00,940.72,665.00,570.00,475.00,380.00,285.00,190.00,118.94,118.94
960,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.14,0.26,0.26,960.00,960.00,951.75,672.00,576.00,480.00,384.00,288.00,192.00,120.25,120.18
970,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.14,0.26,0.26,970.00,970.00,961.66,679.00,582.00,485.00,388.00,291.00,194.00,121.44,121.41
980,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.14,0.26,0.26,980.00,980.00,968.90,686.00,588.00,490.00,392.00,294.00,196.00,122.72,122.68
990,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.26,0.26,990.00,990.00,977.24,693.00,594.00,495.00,396.00,297.00,198.00,123.95,123.97
1000,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.26,0.26,1000.00,1000.00,988.67,700.00,600.00,500.00,400.00,300.00,200.00,125.22,125.25
1010,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.26,0.26,1010.00,1010.00,998.16,707.00,606.00,505.00,404.00,303.00,202.00,126.46,126.40
1020,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.26,0.26,1020.00,1020.00,1008.84,714.00,612.00,510.00,408.00,306.00,204.00,127.76,127.72
1030,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.25,0.26,1030.00,1030.00,1022.36,721.00,618.00,515.00,412.00,309.00,206.00,128.94,128.93
1040,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.25,0.26,1040.00,1040.00,1034.31,728.00,624.00,520.00,416.00,312.00,208.00,130.25,130.20
1050,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.12,0.25,0.25,1050.00,1050.00,1041.39,735.00,630.00,525.00,420.00,315.00,210.00,131.49,131.45
1060,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.12,0.25,0.25,1060.00,1060.00,1048.82,742.00,636.00,530.00,424.00,318.00,212.00,132.76,132.73
1070,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.12,0.25,0.25,1070.00,1070.00,1061.22,749.00,642.00,535.00,428.00,321.00,214.00,133.95,133.96
1080,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.12,0.25,0.25,1080.00,1080.00,1067.34,756.00,648.00,540.00,432.00,324.00,216.00,135.22,135.19
1090,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.12,0.25,0.25,1090.00,1090.00,1081.91,763.00,654.00,545.00,436.00,327.00,218.00,136.50,136.49
1100,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.12,0.25,0.25,1100.00,1100.00,1089.26,770.00,660.00,550.00,440.00,330.00,220.00,137.72,137.73
1110,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.12,0.25,0.25,1110.00,1110.00,1094.82,777.00,666.00,555.00,444.00,333.00,222.00,139.00,138.97
1120,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.12,0.25,0.25,1120.00,1120.00,1111.69,784.00,672.00,560.00,448.00,336.00,224.00,140.21,140.23
1130,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.12,0.24,0.25,1130.00,1130.00,1119.41,791.00,678.00,565.00,452.00,339.00,226.00,141.47,141.42
1140,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.12,0.25,0.24,1140.00,1140.00,1129.31,798.00,684.00,570.00,456.00,342.00,228.00,142.74,142.72
1150,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.24,0.24,1150.00,1150.00,1141.91,805.00,690.00,575.00,460.00,345.00,230.00,143.98,143.97
1160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.24,0.24,1160.00,1160.00,1151.84,812.00,696.00,580.00,464.00,348.00,232.00,145.26,145.25
1170,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.24,0.24,1170.00,1170.00,1163.14,819.00,702.00,585.00,468.00,351.00,234.00,146.47,146.49
1180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.24,0.24,1180.00,1180.00,1172.16,826.00,708.00,590.00,472.00,354.00,236.00,147.73,147.74
1190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.24,0.24,1190.00,1190.00,1181.63,833.00,714.00,595.00,476.00,357.00,238.00,148.95,148.98
1200,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.24,0.24,1200.00,1200.00,1192.03,840.00,720.00,600.00,480.00,360.00,240.00,150.26,150.21
1210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.24,0.24,1210.00,1210.00,1203.38,847.00,726.00,605.00,484.00,363.00,242.00,151.52,151.52
1220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.24,0.24,1220.00,1220.00,1210.95,854.00,732.00,610.00,488.00,366.00,244.00,152.72,152.71
1230,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.24,0.24,1230.00,1230.00,1218.95,861.00,738.00,615.00,492.00,369.00,246.00,153.97,153.99
1240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.24,0.24,1240.00,1240.00,1232.25,868.00,744.00,620.00,496.00,372.00,248.00,155.25,155.25
1250,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.11,0.23,0.23,1250.00,1250.00,1242.19,875.00,750.00,625.00,500.00,375.00,250.00,156.51,156.50
1260,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.10,0.23,0.23,1260.00,1260.00,1253.60,882.00,756.00,630.00,504.00,378.00,252.00,157.78,157.81
1270,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.10,0.23,0.23,1270.00,1270.00,1263.05,889.00,762.00,635.00,508.00,381.00,254.00,159.08,158.98
1280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.23,1280.00,1280.00,1274.00,896.00,768.00,640.00,512.00,384.00,256.00,160.26,160.25
1290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.23,0.23,1290.00,1290.00,1281.43,903.00,774.00,645.00,516.00,387.00,258.00,161.51,161.47
1300,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.10,0.23,0.23,1300.00,1300.00,1293.40,910.00,780.00,650.00,520.00,390.00,260.00,162.79,162.79
1310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.23,1310.00,1310.00,1303.86,917.00,786.00,655.00,524.00,393.00,262.00,164.04,164.01
1320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.23,1320.00,1320.00,1312.78,924.00,792.00,660.00,528.00,396.00,264.00,165.23,165.25
1330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.23,1330.00,1330.00,1321.69,931.00,798.00,665.00,532.00,399.00,266.00,166.52,166.52
1340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.23,1340.00,1340.00,1336.34,938.00,804.00,670.00,536.00,402.00,268.00,167.75,167.76
1350,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.22,1350.00,1350.00,1343.14,945.00,810.00,675.00,540.00,405.00,270.00,169.05,169.03
1360,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.23,0.22,1360.00,1360.00,1347.25,952.00,816.00,680.00,544.00,408.00,272.00,170.26,170.24
1370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.23,1370.00,1370.00,1361.97,959.00,822.00,685.00,548.00,411.00,274.00,171.48,171.51
1380,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1380.00,1380.00,1374.07,966.00,828.00,690.00,552.00,414.00,276.00,172.79,172.79
1390,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.09,0.22,0.22,1390.00,1390.00,1380.77,973.00,834.00,695.00,556.00,417.00,278.00,174.06,174.04
1400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1400.00,1400.00,1395.08,980.00,840.00,700.00,560.00,420.00,280.00,175.28,175.31
1410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1410.00,1410.00,1402.29,987.00,846.00,705.00,564.00,423.00,282.00,176.51,176.53
1420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1420.00,1420.00,1413.34,994.00,852.00,710.00,568.00,426.00,284.00,177.75,177.81
1430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1430.00,1430.00,1420.50,1001.00,858.00,715.00,572.00,429.00,286.00,179.04,178.98
1440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1440.00,1440.00,1432.13,1008.00,864.00,720.00,576.00,432.00,288.00,180.29,180.30
1450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1450.00,1450.00,1445.47,1015.00,870.00,725.00,580.00,435.00,290.00,181.57,181.57
1460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.22,0.22,1460.00,1460.00,1453.16,1022.00,876.00,730.00,584.00,438.00,292.00,182.78,182.78
1470,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.21,0.21,1470.00,1470.00,1463.11,1029.00,882.00,735.00,588.00,441.00,294.00,184.00,184.03
