VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
1480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.21,0.22,1480.00,1480.00,1475.95,1036.00,888.00,740.00,592.00,444.00,296.00,185.28,185.25
1490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.22,0.22,1490.00,1490.00,1486.51,1043.00,894.00,745.00,596.00,447.00,298.00,186.54,186.60
1500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.21,0.21,1500.00,1500.00,1492.97,1050.00,900.00,750.00,600.00,450.00,300.00,187.75,187.82
1510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.21,0.21,1510.00,1510.00,1502.92,1057.00,906.00,755.00,604.00,453.00,302.00,189.05,189.04
1520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.21,0.21,1520.00,1520.00,1514.06,1064.00,912.00,760.00,608.00,456.00,304.00,190.31,190.21
1530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.21,0.21,1530.00,1530.00,1525.82,1071.00,918.00,765.00,612.00,459.00,306.00,191.55,191.57
1540,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.21,0.21,1540.00,1540.00,1535.19,1078.00,924.00,770.00,616.00,462.00,308.00,192.83,192.80
1550,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.21,0.21,1550.00,1550.00,1542.73,1085.00,930.00,775.00,620.00,465.00,310.00,194.01,194.03
1560,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.21,0.21,1560.00,1560.00,1552.08,1092.00,936.00,780.00,624.00,468.00,312.00,195.32,195.34
1570,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.21,0.21,1570.00,1570.00,1564.48,1099.00,942.00,785.00,628.00,471.00,314.00,196.57,196.55
1580,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.21,0.21,1580.00,1580.00,1575.68,1106.00,948.00,790.00,632.00,474.00,316.00,197.87,197.83
1590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.21,0.21,1590.00,1590.00,1583.17,1113.00,954.00,795.00,636.00,477.00,318.00,199.11,199.05
1600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.21,0.21,1600.00,1600.00,1596.25,1120.00,960.00,800.00,640.00,480.00,320.00,200.29,200.30
1610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.20,0.21,1610.00,1610.00,1605.60,1127.00,966.00,805.00,644.00,483.00,322.00,201.58,201.62
1620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.21,0.20,1620.00,1620.00,1616.20,1134.00,972.00,810.00,648.00,486.00,324.00,202.84,202.85
1630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.20,0.20,1630.00,1630.00,1622.36,1141.00,978.00,815.00,652.00,489.00,326.00,204.00,204.04
1640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1640.00,1640.00,1636.16,1148.00,984.00,820.00,656.00,492.00,328.00,205.32,205.32
1650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.20,0.20,1650.00,1650.00,1645.49,1155.00,990.00,825.00,660.00,495.00,330.00,206.61,206.59
1660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1660.00,1660.00,1654.81,1162.00,996.00,830.00,664.00,498.00,332.00,207.84,207.84
1670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1670.00,1670.00,1660.87,1169.00,1002.00,835.00,668.00,501.00,334.00,209.04,209.06
1680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1680.00,1680.00,1676.06,1176.00,1008.00,840.00,672.00,504.00,336.00,210.33,210.38
1690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1690.00,1690.00,1682.08,1183.00,1014.00,845.00,676.00,507.00,338.00,211.59,211.59
1700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1700.00,1700.00,1696.68,1190.00,1020.00,850.00,680.00,510.00,340.00,212.87,212.87
1710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1710.00,1710.00,1705.99,1197.00,1026.00,855.00,684.00,513.00,342.00,214.07,214.07
1720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1720.00,1720.00,1714.63,1204.00,1032.00,860.00,688.00,516.00,344.00,215.32,215.36
1730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1730.00,1730.00,1725.27,1211.00,1038.00,865.00,692.00,519.00,346.00,216.64,216.61
1740,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.20,1740.00,1740.00,1733.88,1218.00,1044.00,870.00,696.00,522.00,348.00,217.90,217.84
1750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.19,1750.00,1750.00,1744.53,1225.00,1050.00,875.00,700.00,525.00,350.00,219.05,219.11
1760,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.19,0.19,1760.00,1760.00,1755.19,1232.00,1056.00,880.00,704.00,528.00,352.00,220.33,220.32
1770,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.19,0.19,1770.00,1770.00,1763.09,1239.00,1062.00,885.00,708.00,531.00,354.00,221.56,221.60
1780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.19,0.19,1780.00,1780.00,1777.91,1246.00,1068.00,890.00,712.00,534.00,356.00,222.82,222.87
1790,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.19,0.19,1790.00,1790.00,1785.11,1253.00,1074.00,895.00,716.00,537.00,358.00,224.14,224.11
1800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.19,0.19,1800.00,1800.00,1797.19,1260.00,1080.00,900.00,720.00,540.00,360.00,225.39,225.31
1810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.19,0.19,1810.00,1810.00,1806.46,1267.00,1086.00,905.00,724.00,543.00,362.00,226.60,226.61
1820,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1820.00,1820.00,1815.02,1274.00,1092.00,910.00,728.00,546.00,364.00,227.84,227.82
1830,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1830.00,1830.00,1822.14,1281.00,1098.00,915.00,732.00,549.00,366.00,229.09,229.16
1840,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1840.00,1840.00,1834.97,1288.00,1104.00,920.00,736.00,552.00,368.00,230.32,230.32
1850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1850.00,1850.00,1846.39,1295.00,1110.00,925.00,740.00,555.00,370.00,231.55,231.61
1860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1860.00,1860.00,1854.91,1302.00,1116.00,930.00,744.00,558.00,372.00,232.88,232.92
1870,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1870.00,1870.00,1865.62,1309.00,1122.00,935.00,748.00,561.00,374.00,234.08,234.10
1880,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1880.00,1880.00,1873.39,1316.00,1128.00,940.00,752.00,564.00,376.00,235.34,235.33
1890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.19,1890.00,1890.00,1887.05,1323.00,1134.00,945.00,756.00,567.00,378.00,236.66,236.63
1900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.18,1900.00,1900.00,1895.55,1330.00,1140.00,950.00,760.00,570.00,380.00,237.87,237.82
1910,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1910.00,1910.00,1907.76,1337.00,1146.00,955.00,764.00,573.00,382.00,239.10,239.07
1920,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.19,0.18,1920.00,1920.00,1916.25,1344.00,1152.00,960.00,768.00,576.00,384.00,240.40,240.37
1930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1930.00,1930.00,1928.49,1351.00,1158.00,965.00,772.00,579.00,386.00,241.59,241.67
1940,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1940.00,1940.00,1936.21,1358.00,1164.00,970.00,776.00,582.00,388.00,242.82,242.90
1950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1950.00,1950.00,1949.24,1365.00,1170.00,975.00,780.00,585.00,390.00,244.11,244.09
1960,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1960.00,1960.00,1956.17,1372.00,1176.00,980.00,784.00,588.00,392.00,245.40,245.35
1970,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1970.00,1970.00,1966.15,1379.00,1182.00,985.00,788.00,591.00,394.00,246.72,246.68
1980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1980.00,1980.00,1976.13,1386.00,1188.00,990.00,792.00,594.00,396.00,247.94,247.81
1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,1990.00,1990.00,1986.11,1393.00,1194.00,995.00,796.00,597.00,398.00,249.19,249.18
2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,2000.00,2000.00,1998.44,1400.00,1200.00,1000.00,800.00,600.00,400.00,250.43,250.44
2010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,2010.00,2010.00,2006.86,1407.00,1206.00,1005.00,804.00,603.00,402.00,251.62,251.71
2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.18,2020.00,2020.00,2016.05,1414.00,1212.00,1010.00,808.00,606.00,404.00,252.93,252.94
2030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.18,0.18,2030.00,2030.00,2026.04,1421.00,1218.00,1015.00,812.00,609.00,406.00,254.09,254.24
2040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.18,0.18,2040.00,2040.00,2037.61,1428.00,1224.00,1020.00,816.00,612.00,408.00,255.46,255.44
2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.18,0.18,2050.00,2050.00,2046.80,1435.00,1230.00,1025.00,820.00,615.00,410.00,256.65,256.69
2060,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.18,2060.00,2060.00,2055.17,1442.00,1236.00,1030.00,824.00,618.00,412.00,257.90,257.92
2070,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.17,0.17,2070.00,2070.00,2065.96,1449.00,1242.00,1035.00,828.00,621.00,414.00,259.16,259.18
2080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.18,2080.00,2080.00,2077.56,1456.00,1248.00,1040.00,832.00,624.00,416.00,260.44,260.45
2090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2090.00,2090.00,2082.65,1463.00,1254.00,1045.00,836.00,627.00,418.00,261.57,261.67
2100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.17,2100.00,2100.00,2097.54,1470.00,1260.00,1050.00,840.00,630.00,420.00,262.97,262.97
2110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2110.00,2110.00,2103.41,1477.00,1266.00,1055.00,844.00,633.00,422.00,264.09,264.13
2120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2120.00,2120.00,2117.52,1484.00,1272.00,1060.00,848.00,636.00,424.00,265.37,265.41
2130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.17,2130.00,2130.00,2130.00,1491.00,1278.00,1065.00,852.00,639.00,426.00,266.66,266.65
2140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.17,2140.00,2140.00,2134.98,1498.00,1284.00,1070.00,856.00,642.00,428.00,267.89,267.96
2150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2150.00,2150.00,2144.12,1505.00,1290.00,1075.00,860.00,645.00,430.00,269.21,269.17
2160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.17,2160.00,2160.00,2156.63,1512.00,1296.00,1080.00,864.00,648.00,432.00,270.44,270.42
2170,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2170.00,2170.00,2165.76,1519.00,1302.00,1085.00,868.00,651.00,434.00,271.67,271.71
2180,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.17,2180.00,2180.00,2178.30,1526.00,1308.00,1090.00,872.00,654.00,436.00,272.94,272.91
2190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2190.00,2190.00,2190.00,1533.00,1314.00,1095.00,876.00,657.00,438.00,274.18,274.14
2200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2200.00,2200.00,2196.56,1540.00,1320.00,1100.00,880.00,660.00,440.00,275.51,275.49
2210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.17,0.17,2210.00,2210.00,2208.27,1547.00,1326.00,1105.00,884.00,663.00,442.00,276.70,276.64
2220,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2220.00,2220.00,2213.06,1554.00,1332.00,1110.00,888.00,666.00,444.00,277.95,277.94
2230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2230.00,2230.00,2229.13,1561.00,1338.00,1115.00,892.00,669.00,446.00,279.14,279.22
2240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.17,2240.00,2240.00,2237.38,1568.00,1344.00,1120.00,896.00,672.00,448.00,280.46,280.40
2250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.17,2250.00,2250.00,2245.61,1575.00,1350.00,1125.00,900.00,675.00,450.00,281.68,281.73
2260,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.16,0.17,2260.00,2260.00,2257.35,1582.00,1356.00,1130.00,904.00,678.00,452.00,282.92,282.93
2270,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.16,2270.00,2270.00,2266.45,1589.00,1362.00,1135.00,908.00,681.00,454.00,284.17,284.12
2280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.16,2280.00,2280.00,2275.55,1596.00,1368.00,1140.00,912.00,684.00,456.00,285.40,285.43
2290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2290.00,2290.00,2287.32,1603.00,1374.00,1145.00,916.00,687.00,458.00,286.64,286.69
2300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2300.00,2300.00,2300.00,1610.00,1380.00,1150.00,920.00,690.00,460.00,287.92,287.93
2310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2310.00,2310.00,2309.10,1617.00,1386.00,1155.00,924.00,693.00,462.00,289.27,289.16
2320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.16,0.16,2320.00,2320.00,2317.28,1624.00,1392.00,1160.00,928.00,696.00,464.00,290.44,290.42
2330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2330.00,2330.00,2325.45,1631.00,1398.00,1165.00,932.00,699.00,466.00,291.72,291.69
2340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.16,0.16,2340.00,2340.00,2337.26,1638.00,1404.00,1170.00,936.00,702.00,468.00,292.88,292.92
2350,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2350.00,2350.00,2347.25,1645.00,1410.00,1175.00,940.00,705.00,470.00,294.19,294.25
2360,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2360.00,2360.00,2358.16,1652.00,1416.00,1180.00,944.00,708.00,472.00,295.55,295.53
2370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2370.00,2370.00,2366.30,1659.00,1422.00,1185.00,948.00,711.00,474.00,296.67,296.76
2380,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2380.00,2380.00,2379.07,1666.00,1428.00,1190.00,952.00,714.00,476.00,297.99,297.92
2390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2390.00,2390.00,2386.27,1673.00,1434.00,1195.00,956.00,717.00,478.00,299.19,299.26
2400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2400.00,2400.00,2398.13,1680.00,1440.00,1200.00,960.00,720.00,480.00,300.48,300.51
2410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2410.00,2410.00,2403.41,1687.00,1446.00,1205.00,964.00,723.00,482.00,301.71,301.75
2420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2420.00,2420.00,2416.22,1694.00,1452.00,1210.00,968.00,726.00,484.00,302.97,302.99
2430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2430.00,2430.00,2429.05,1701.00,1458.00,1215.00,972.00,729.00,486.00,304.24,304.27
2440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.16,2440.00,2440.00,2439.05,1708.00,1464.00,1220.00,976.00,732.00,488.00,305.51,305.46
2450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.15,0.15,2450.00,2450.00,2447.13,1715.00,1470.00,1225.00,980.00,735.00,490.00,306.77,306.71
2460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2460.00,2460.00,2457.12,1722.00,1476.00,1230.00,984.00,738.00,492.00,308.03,307.96
2470,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.15,2470.00,2470.00,2466.14,1729.00,1482.00,1235.00,988.00,741.00,494.00,309.23,309.21
2480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2480.00,2480.00,2478.06,1736.00,1488.00,1240.00,992.00,744.00,496.00,310.46,310.56
2490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2490.00,2490.00,2490.00,1743.00,1494.00,1245.00,996.00,747.00,498.00,311.79,311.74
2500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2500.00,2500.00,2499.02,1750.00,1500.00,1250.00,1000.00,750.00,500.00,313.03,312.96
2510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2510.00,2510.00,2509.02,1757.00,1506.00,1255.00,1004.00,753.00,502.00,314.27,314.17
2520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2520.00,2520.00,2518.03,1764.00,1512.00,1260.00,1008.00,756.00,504.00,315.46,315.56
2530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2530.00,2530.00,2529.01,1771.00,1518.00,1265.00,1012.00,759.00,506.00,316.70,316.78
2540,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2540.00,2540.00,2536.03,1778.00,1524.00,1270.00,1016.00,762.00,508.00,318.03,317.97
2550,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2550.00,2550.00,2547.01,1785.00,1530.00,1275.00,1020.00,765.00,510.00,319.26,319.24
2560,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2560.00,2560.00,2558.00,1792.00,1536.00,1280.00,1024.00,768.00,512.00,320.45,320.47
2570,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2570.00,2570.00,2570.00,1799.00,1542.00,1285.00,1028.00,771.00,514.00,321.73,321.75
2580,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2580.00,2580.00,2576.98,1806.00,1548.00,1290.00,1032.00,774.00,516.00,323.02,323.10
2590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2590.00,2590.00,2586.96,1813.00,1554.00,1295.00,1036.00,777.00,518.00,324.23,324.23
2600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2600.00,2600.00,2600.00,1820.00,1560.00,1300.00,1040.00,780.00,520.00,325.48,325.45
2610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2610.00,2610.00,2605.92,1827.00,1566.00,1305.00,1044.00,783.00,522.00,326.76,326.78
2620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2620.00,2620.00,2614.88,1834.00,1572.00,1310.00,1048.00,786.00,524.00,328.03,328.02
2630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.15,2630.00,2630.00,2628.97,1841.00,1578.00,1315.00,1052.00,789.00,526.00,329.25,329.26
2640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.14,2640.00,2640.00,2640.00,1848.00,1584.00,1320.00,1056.00,792.00,528.00,330.48,330.44
2650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2650.00,2650.00,2646.89,1855.00,1590.00,1325.00,1060.00,795.00,530.00,331.80,331.74
2660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.15,2660.00,2660.00,2657.92,1862.00,1596.00,1330.00,1064.00,798.00,532.00,333.01,333.06
2670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2670.00,2670.00,2668.96,1869.00,1602.00,1335.00,1068.00,801.00,534.00,334.34,334.29
2680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2680.00,2680.00,2678.95,1876.00,1608.00,1340.00,1072.00,804.00,536.00,335.57,335.49
2690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2690.00,2690.00,2687.90,1883.00,1614.00,1345.00,1076.00,807.00,538.00,336.77,336.85
2700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2700.00,2700.00,2695.78,1890.00,1620.00,1350.00,1080.00,810.00,540.00,338.05,338.00
2710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2710.00,2710.00,2707.88,1897.00,1626.00,1355.00,1084.00,813.00,542.00,339.27,339.23
2720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2720.00,2720.00,2716.81,1904.00,1632.00,1360.00,1088.00,816.00,544.00,340.60,340.50
2730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2730.00,2730.00,2728.93,1911.00,1638.00,1365.00,1092.00,819.00,546.00,341.77,341.77
2740,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2740.00,2740.00,2738.93,1918.00,1644.00,1370.00,1096.00,822.00,548.00,343.09,343.00
2750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2750.00,2750.00,2750.00,1925.00,1650.00,1375.00,1100.00,825.00,550.00,344.26,344.33
2760,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2760.00,2760.00,2760.00,1932.00,1656.00,1380.00,1104.00,828.00,552.00,345.56,345.58
2770,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2770.00,2770.00,2768.92,1939.00,1662.00,1385.00,1108.00,831.00,554.00,346.77,346.86
2780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2780.00,2780.00,2777.83,1946.00,1668.00,1390.00,1112.00,834.00,556.00,348.04,348.09
2790,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2790.00,2790.00,2787.82,1953.00,1674.00,1395.00,1116.00,837.00,558.00,349.24,349.29
2800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2800.00,2800.00,2797.81,1960.00,1680.00,1400.00,1120.00,840.00,560.00,350.57,350.61
2810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2810.00,2810.00,2810.00,1967.00,1686.00,1405.00,1124.00,843.00,562.00,351.87,351.83
2820,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2820.00,2820.00,2817.80,1974.00,1692.00,1410.00,1128.00,846.00,564.00,353.07,352.96
2830,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2830.00,2830.00,2828.89,1981.00,1698.00,1415.00,1132.00,849.00,566.00,354.34,354.29
2840,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2840.00,2840.00,2837.78,1988.00,1704.00,1420.00,1136.00,852.00,568.00,355.64,355.64
2850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2850.00,2850.00,2847.77,1995.00,1710.00,1425.00,1140.00,855.00,570.00,356.87,356.79
2860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2860.00,2860.00,2858.88,2002.00,1716.00,1430.00,1144.00,858.00,572.00,358.10,358.06
2870,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.14,2870.00,2870.00,2868.88,2009.00,1722.00,1435.00,1148.00,861.00,574.00,359.23,359.26
2880,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.14,2880.00,2880.00,2877.75,2016.00,1728.00,1440.00,1152.00,864.00,576.00,360.51,360.55
