VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
2890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2890.00,2890.00,2312.00,2023.00,1734.00,1445.00,1156.00,867.00,640.89,640.48,640.30
2900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2900.00,2900.00,2320.00,2030.00,1740.00,1450.00,1160.00,870.00,643.66,643.46,644.04
2910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2910.00,2910.00,2328.00,2037.00,1746.00,1455.00,1164.00,873.00,646.25,645.86,644.47
2920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2920.00,2920.00,2336.00,2044.00,1752.00,1460.00,1168.00,876.00,647.90,646.96,646.91
2930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2930.00,2930.00,2344.00,2051.00,1758.00,1465.00,1172.00,879.00,651.37,651.09,647.83
2940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2940.00,2940.00,2352.00,2058.00,1764.00,1470.00,1176.00,882.00,652.29,651.87,651.91
2950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2950.00,2950.00,2360.00,2065.00,1770.00,1475.00,1180.00,885.00,655.04,655.68,655.08
2960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2960.00,2960.00,2368.00,2072.00,1776.00,1480.00,1184.00,888.00,655.69,654.78,656.32
2970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2970.00,2970.00,2376.00,2079.00,1782.00,1485.00,1188.00,891.00,659.91,658.41,659.17
2980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2980.00,2980.00,2384.00,2086.00,1788.00,1490.00,1192.00,894.00,660.88,659.36,661.08
2990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2990.00,2990.00,2392.00,2093.00,1794.00,1495.00,1196.00,897.00,663.19,663.82,664.80
3000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3000.00,3000.00,2400.00,2100.00,1800.00,1500.00,1200.00,900.00,665.93,664.86,666.59
3010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3010.00,3010.00,2408.00,2107.00,1806.00,1505.00,1204.00,903.00,667.77,668.04,667.59
3020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3020.00,3020.00,2416.00,2114.00,1812.00,1510.00,1208.00,906.00,669.72,669.45,670.22
3030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3030.00,3030.00,2424.00,2121.00,1818.00,1515.00,1212.00,909.00,671.24,672.74,670.76
3040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3040.00,3039.41,2432.00,2128.00,1824.00,1520.00,1216.00,912.00,675.00,672.63,673.14
3050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3050.00,3050.00,2440.00,2135.00,1830.00,1525.00,1220.00,915.00,675.28,677.10,676.30
3060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3060.00,3060.00,2448.00,2142.00,1836.00,1530.00,1224.00,918.00,678.28,678.38,678.81
3070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3070.00,3070.00,2456.00,2149.00,1842.00,1535.00,1228.00,921.00,680.05,682.49,681.26
3080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3080.00,3080.00,2464.00,2156.00,1848.00,1540.00,1232.00,924.00,682.69,685.25,682.14
3090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3090.00,3090.00,2472.00,2163.00,1854.00,1545.00,1236.00,927.00,683.93,683.85,684.68
3100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3100.00,3100.00,2480.00,2170.00,1860.00,1550.00,1240.00,930.00,688.31,688.36,688.52
3110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3110.00,3110.00,2488.00,2177.00,1866.00,1555.00,1244.00,933.00,692.20,690.86,689.72
3120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3120.00,3120.00,2496.00,2184.00,1872.00,1560.00,1248.00,936.00,691.18,692.39,692.89
3130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3130.00,3130.00,2504.00,2191.00,1878.00,1565.00,1252.00,939.00,693.72,695.63,693.76
3140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3140.00,3140.00,2512.00,2198.00,1884.00,1570.00,1256.00,942.00,695.77,697.40,696.18
3150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3150.00,3149.38,2520.00,2205.00,1890.00,1575.00,1260.00,945.00,698.85,698.35,697.91
3160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3160.00,3160.00,2528.00,2212.00,1896.00,1580.00,1264.00,948.00,701.13,700.32,701.46
3170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3170.00,3170.00,2536.00,2219.00,1902.00,1585.00,1268.00,951.00,703.29,702.47,704.50
3180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3180.00,3180.00,2544.00,2226.00,1908.00,1590.00,1272.00,954.00,705.91,703.42,705.05
3190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3190.00,3190.00,2552.00,2233.00,1914.00,1595.00,1276.00,957.00,704.94,708.27,706.58
3200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3200.00,3200.00,2560.00,2240.00,1920.00,1600.00,1280.00,960.00,710.80,709.60,710.04
3210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3210.00,3210.00,2568.00,2247.00,1926.00,1605.00,1284.00,963.00,711.31,712.78,712.26
3220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3220.00,3220.00,2576.00,2254.00,1932.00,1610.00,1288.00,966.00,715.11,712.96,716.08
3230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3230.00,3230.00,2584.00,2261.00,1938.00,1615.00,1292.00,969.00,716.71,716.07,715.41
3240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3240.00,3240.00,2592.00,2268.00,1944.00,1620.00,1296.00,972.00,717.39,717.98,719.04
3250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3250.00,3250.00,2600.00,2275.00,1950.00,1625.00,1300.00,975.00,721.38,717.79,720.94
3260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3260.00,3260.00,2608.00,2282.00,1956.00,1630.00,1304.00,978.00,723.68,721.65,724.98
3270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3270.00,3270.00,2616.00,2289.00,1962.00,1635.00,1308.00,981.00,725.46,724.54,723.29
3280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3280.00,3280.00,2624.00,2296.00,1968.00,1640.00,1312.00,984.00,727.37,725.74,726.34
3290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3290.00,3290.00,2632.00,2303.00,1974.00,1645.00,1316.00,987.00,729.37,731.04,729.14
3300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3300.00,3300.00,2640.00,2310.00,1980.00,1650.00,1320.00,990.00,731.66,730.63,731.76
3310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3310.00,3310.00,2648.00,2317.00,1986.00,1655.00,1324.00,993.00,732.99,735.00,734.24
3320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3320.00,3320.00,2656.00,2324.00,1992.00,1660.00,1328.00,996.00,737.95,736.56,734.87
3330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3330.00,3330.00,2664.00,2331.00,1998.00,1665.00,1332.00,999.00,739.29,739.48,738.51
3340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3340.00,3340.00,2672.00,2338.00,2004.00,1670.00,1336.00,1002.00,739.42,740.94,739.58
3350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3350.00,3350.00,2680.00,2345.00,2010.00,1675.00,1340.00,1005.00,741.60,743.72,744.73
3360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3360.00,3360.00,2688.00,2352.00,2016.00,1680.00,1344.00,1008.00,745.71,743.77,744.78
3370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3370.00,3370.00,2696.00,2359.00,2022.00,1685.00,1348.00,1011.00,747.57,747.07,747.56
3380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3380.00,3380.00,2704.00,2366.00,2028.00,1690.00,1352.00,1014.00,750.02,750.41,750.23
3390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3390.00,3390.00,2712.00,2373.00,2034.00,1695.00,1356.00,1017.00,752.77,753.55,749.34
3400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3400.00,3400.00,2720.00,2380.00,2040.00,1700.00,1360.00,1020.00,755.45,753.19,753.70
3410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3410.00,3410.00,2728.00,2387.00,2046.00,1705.00,1364.00,1023.00,756.13,756.95,755.15
3420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3420.00,3420.00,2736.00,2394.00,2052.00,1710.00,1368.00,1026.00,758.32,757.36,757.13
3430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3430.00,3430.00,2744.00,2401.00,2058.00,1715.00,1372.00,1029.00,761.89,758.82,759.36
3440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3440.00,3440.00,2752.00,2408.00,2064.00,1720.00,1376.00,1032.00,760.85,762.59,763.31
3450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3450.00,3450.00,2760.00,2415.00,2070.00,1725.00,1380.00,1035.00,765.58,765.86,765.88
3460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3460.00,3460.00,2768.00,2422.00,2076.00,1730.00,1384.00,1038.00,768.81,768.30,768.45
3470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3470.00,3470.00,2776.00,2429.00,2082.00,1735.00,1388.00,1041.00,768.10,769.88,769.67
3480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3480.00,3480.00,2784.00,2436.00,2088.00,1740.00,1392.00,1044.00,772.27,772.06,772.11
3490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3490.00,3490.00,2792.00,2443.00,2094.00,1745.00,1396.00,1047.00,775.13,773.51,775.06
3500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3500.00,3500.00,2800.00,2450.00,2100.00,1750.00,1400.00,1050.00,776.04,776.66,776.45
3510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3510.00,3510.00,2808.00,2457.00,2106.00,1755.00,1404.00,1053.00,777.78,776.38,777.26
3520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3520.00,3520.00,2816.00,2464.00,2112.00,1760.00,1408.00,1056.00,780.76,780.77,781.78
3530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3530.00,3530.00,2824.00,2471.00,2118.00,1765.00,1412.00,1059.00,782.24,783.47,783.61
3540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3540.00,3540.00,2832.00,2478.00,2124.00,1770.00,1416.00,1062.00,786.39,783.65,784.10
3550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3550.00,3550.00,2840.00,2485.00,2130.00,1775.00,1420.00,1065.00,786.66,786.51,785.64
3560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3560.00,3560.00,2848.00,2492.00,2136.00,1780.00,1424.00,1068.00,789.53,788.99,788.02
3570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3570.00,3570.00,2856.00,2499.00,2142.00,1785.00,1428.00,1071.00,791.85,790.11,791.08
3580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3580.00,3580.00,2864.00,2506.00,2148.00,1790.00,1432.00,1074.00,793.00,793.86,793.42
3590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3590.00,3590.00,2872.00,2513.00,2154.00,1795.00,1436.00,1077.00,798.08,794.86,797.11
3600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3600.00,3600.00,2880.00,2520.00,2160.00,1800.00,1440.00,1080.00,798.98,799.58,796.81
3610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3610.00,3610.00,2888.00,2527.00,2166.00,1805.00,1444.00,1083.00,801.40,803.56,802.19
3620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3620.00,3620.00,2896.00,2534.00,2172.00,1810.00,1448.00,1086.00,802.21,804.39,802.58
3630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3630.00,3630.00,2904.00,2541.00,2178.00,1815.00,1452.00,1089.00,804.20,803.91,803.80
3640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3640.00,3640.00,2912.00,2548.00,2184.00,1820.00,1456.00,1092.00,807.25,808.37,806.44
3650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3650.00,3650.00,2920.00,2555.00,2190.00,1825.00,1460.00,1095.00,809.82,808.74,810.74
3660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3660.00,3660.00,2928.00,2562.00,2196.00,1830.00,1464.00,1098.00,811.80,812.72,812.46
3670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3670.00,3670.00,2936.00,2569.00,2202.00,1835.00,1468.00,1101.00,814.75,814.00,814.40
3680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3680.00,3680.00,2944.00,2576.00,2208.00,1840.00,1472.00,1104.00,814.80,815.38,817.19
3690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3690.00,3690.00,2952.00,2583.00,2214.00,1845.00,1476.00,1107.00,818.42,816.12,818.63
3700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3700.00,3700.00,2960.00,2590.00,2220.00,1850.00,1480.00,1110.00,820.88,820.17,819.91
3710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3710.00,3710.00,2968.00,2597.00,2226.00,1855.00,1484.00,1113.00,823.84,821.67,822.01
3720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3720.00,3720.00,2976.00,2604.00,2232.00,1860.00,1488.00,1116.00,826.99,826.21,824.62
3730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3730.00,3730.00,2984.00,2611.00,2238.00,1865.00,1492.00,1119.00,826.57,828.40,827.50
3740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3740.00,3740.00,2992.00,2618.00,2244.00,1870.00,1496.00,1122.00,829.98,829.39,828.51
3750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3750.00,3750.00,3000.00,2625.00,2250.00,1875.00,1500.00,1125.00,832.13,831.17,830.43
3760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3760.00,3760.00,3008.00,2632.00,2256.00,1880.00,1504.00,1128.00,835.73,834.02,832.28
3770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3770.00,3770.00,3016.00,2639.00,2262.00,1885.00,1508.00,1131.00,835.09,836.66,834.24
3780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3780.00,3780.00,3024.00,2646.00,2268.00,1890.00,1512.00,1134.00,839.92,838.92,837.43
3790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3790.00,3790.00,3032.00,2653.00,2274.00,1895.00,1516.00,1137.00,841.56,839.19,839.31
3800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3800.00,3800.00,3040.00,2660.00,2280.00,1900.00,1520.00,1140.00,843.93,843.42,842.03
3810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3810.00,3810.00,3048.00,2667.00,2286.00,1905.00,1524.00,1143.00,846.38,845.32,845.12
3820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3820.00,3820.00,3056.00,2674.00,2292.00,1910.00,1528.00,1146.00,846.66,846.71,847.98
3830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3830.00,3830.00,3064.00,2681.00,2298.00,1915.00,1532.00,1149.00,848.68,848.82,849.16
3840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3840.00,3840.00,3072.00,2688.00,2304.00,1920.00,1536.00,1152.00,852.49,850.85,852.99
3850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3850.00,3850.00,3080.00,2695.00,2310.00,1925.00,1540.00,1155.00,853.72,854.07,851.75
3860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3860.00,3860.00,3088.00,2702.00,2316.00,1930.00,1544.00,1158.00,855.60,854.13,857.58
3870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3870.00,3870.00,3096.00,2709.00,2322.00,1935.00,1548.00,1161.00,859.67,857.96,859.63
3880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3880.00,3880.00,3104.00,2716.00,2328.00,1940.00,1552.00,1164.00,858.83,859.83,859.41
3890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3890.00,3890.00,3112.00,2723.00,2334.00,1945.00,1556.00,1167.00,863.61,862.59,862.09
3900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3900.00,3900.00,3120.00,2730.00,2340.00,1950.00,1560.00,1170.00,865.60,867.14,866.12
3910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3910.00,3910.00,3128.00,2737.00,2346.00,1955.00,1564.00,1173.00,866.64,866.25,867.03
3920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3920.00,3920.00,3136.00,2744.00,2352.00,1960.00,1568.00,1176.00,872.15,870.17,870.44
3930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3930.00,3930.00,3144.00,2751.00,2358.00,1965.00,1572.00,1179.00,871.48,872.89,870.58
3940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3940.00,3940.00,3152.00,2758.00,2364.00,1970.00,1576.00,1182.00,874.87,872.43,872.17
3950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3950.00,3950.00,3160.00,2765.00,2370.00,1975.00,1580.00,1185.00,876.18,877.28,875.02
3960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3960.00,3960.00,3168.00,2772.00,2376.00,1980.00,1584.00,1188.00,878.40,878.19,877.40
3970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3970.00,3970.00,3176.00,2779.00,2382.00,1985.00,1588.00,1191.00,880.47,881.21,880.19
3980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3980.00,3980.00,3184.00,2786.00,2388.00,1990.00,1592.00,1194.00,882.75,881.74,882.94
3990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3990.00,3990.00,3192.00,2793.00,2394.00,1995.00,1596.00,1197.00,885.58,884.48,884.48
4000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4000.00,4000.00,3200.00,2800.00,2400.00,2000.00,1600.00,1200.00,886.59,887.67,886.53
4010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4010.00,4010.00,3208.00,2807.00,2406.00,2005.00,1604.00,1203.00,888.99,888.42,888.73
4020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4020.00,4020.00,3216.00,2814.00,2412.00,2010.00,1608.00,1206.00,892.71,892.45,892.28
4030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4030.00,4030.00,3224.00,2821.00,2418.00,2015.00,1612.00,1209.00,894.29,894.46,891.15
4040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4040.00,4040.00,3232.00,2828.00,2424.00,2020.00,1616.00,1212.00,897.42,897.03,894.12
4050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4050.00,4050.00,3240.00,2835.00,2430.00,2025.00,1620.00,1215.00,898.57,899.30,897.63
4060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4060.00,4060.00,3248.00,2842.00,2436.00,2030.00,1624.00,1218.00,901.58,896.95,900.33
4070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4070.00,4070.00,3256.00,2849.00,2442.00,2035.00,1628.00,1221.00,904.01,900.67,901.36
4080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4080.00,4080.00,3264.00,2856.00,2448.00,2040.00,1632.00,1224.00,904.83,905.74,905.46
4090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4090.00,4090.00,3272.00,2863.00,2454.00,2045.00,1636.00,1227.00,907.40,907.04,906.64
4100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4100.00,4100.00,3280.00,2870.00,2460.00,2050.00,1640.00,1230.00,909.66,909.57,909.27
4110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4110.00,4110.00,3288.00,2877.00,2466.00,2055.00,1644.00,1233.00,913.35,912.01,910.82
4120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4120.00,4120.00,3296.00,2884.00,2472.00,2060.00,1648.00,1236.00,914.35,914.09,912.60
4130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4130.00,4130.00,3304.00,2891.00,2478.00,2065.00,1652.00,1239.00,916.16,918.90,914.44
4140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4140.00,4140.00,3312.00,2898.00,2484.00,2070.00,1656.00,1242.00,917.72,917.82,918.00
4150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4150.00,4150.00,3320.00,2905.00,2490.00,2075.00,1660.00,1245.00,919.45,920.82,919.72
4160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4160.00,4160.00,3328.00,2912.00,2496.00,2080.00,1664.00,1248.00,922.63,923.13,924.88
4170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4170.00,4170.00,3336.00,2919.00,2502.00,2085.00,1668.00,1251.00,923.85,924.41,925.60
4180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4180.00,4180.00,3344.00,2926.00,2508.00,2090.00,1672.00,1254.00,927.17,926.49,927.55
4190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4190.00,4190.00,3352.00,2933.00,2514.00,2095.00,1676.00,1257.00,930.07,931.22,929.68
4200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4200.00,4200.00,3360.00,2940.00,2520.00,2100.00,1680.00,1260.00,930.83,930.69,930.15
4210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4210.00,4210.00,3368.00,2947.00,2526.00,2105.00,1684.00,1263.00,934.06,933.86,932.92
4220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4220.00,4220.00,3376.00,2954.00,2532.00,2110.00,1688.00,1266.00,935.85,936.48,937.13
4230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4230.00,4230.00,3384.00,2961.00,2538.00,2115.00,1692.00,1269.00,936.89,939.23,936.74
4240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4240.00,4240.00,3392.00,2968.00,2544.00,2120.00,1696.00,1272.00,938.99,940.52,939.73
4250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4250.00,4250.00,3400.00,2975.00,2550.00,2125.00,1700.00,1275.00,941.73,942.78,944.37
4260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4260.00,4260.00,3408.00,2982.00,2556.00,2130.00,1704.00,1278.00,944.82,943.71,945.56
4270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4270.00,4270.00,3416.00,2989.00,2562.00,2135.00,1708.00,1281.00,944.78,949.62,945.41
