VotersAmount,Treshold00Probability,Treshold10Probability,Treshold20Probability,Treshold30Probability,Treshold40Probability,Treshold50Probability,Treshold60Probability,Treshold70Probability,Treshold80Probability,Treshold90Probability,Treshold100Probability,Treshold00AverageVotersAmount,Treshold10AverageVotersAmount,Treshold20AverageVotersAmount,Treshold30AverageVotersAmount,Treshold40AverageVotersAmount,Treshold50AverageVotersAmount,Treshold60AverageVotersAmount,Treshold70AverageVotersAmount,Treshold80AverageVotersAmount,Treshold90AverageVotersAmount,Treshold100AverageVotersAmount
1390,0.77,0.77,0.95,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1390.00,1390.00,1112.05,973.00,834.00,695.00,556.00,417.00,278.02,241.65,241.85
1400,0.77,0.77,0.95,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1400.00,1400.00,1120.04,980.00,840.00,700.00,560.00,420.00,280.02,243.55,243.32
1410,0.77,0.77,0.95,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1410.00,1410.00,1128.08,987.00,846.00,705.00,564.00,423.00,282.02,245.36,245.20
1420,0.77,0.77,0.95,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1420.00,1420.00,1136.07,994.00,852.00,710.00,568.00,426.00,284.02,247.13,247.15
1430,0.77,0.77,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1430.00,1430.00,1144.02,1001.00,858.00,715.00,572.00,429.00,286.04,248.94,248.71
1440,0.77,0.78,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1440.00,1440.00,1152.03,1008.00,864.00,720.00,576.00,432.00,288.03,250.72,250.56
1450,0.78,0.78,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1450.00,1450.00,1160.03,1015.00,870.00,725.00,580.00,435.00,290.03,252.32,252.33
1460,0.78,0.78,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1460.00,1460.00,1168.06,1022.00,876.00,730.00,584.00,438.00,292.02,253.62,253.91
1470,0.78,0.78,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1470.00,1470.00,1176.05,1029.00,882.00,735.00,588.00,441.00,294.03,255.85,255.76
1480,0.78,0.78,0.96,0.98,0.99,0.99,1.00,0.99,1.00,0.99,0.99,1480.00,1480.00,1184.06,1036.00,888.00,740.00,592.00,444.00,296.02,257.19,257.50
1490,0.78,0.78,0.96,0.98,0.99,0.99,1.00,1.00,0.99,0.99,0.99,1490.00,1490.00,1192.04,1043.00,894.00,745.00,596.00,447.00,298.02,259.08,259.47
1500,0.78,0.78,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1500.00,1500.00,1200.04,1050.00,900.00,750.00,600.00,450.00,300.01,260.81,260.79
1510,0.78,0.78,0.96,0.98,0.99,0.99,0.99,1.00,0.99,0.99,0.99,1510.00,1510.00,1208.03,1057.00,906.00,755.00,604.00,453.00,302.02,262.51,262.69
1520,0.78,0.78,0.96,0.98,0.99,0.99,1.00,0.99,0.99,0.99,0.99,1520.00,1520.00,1216.03,1064.00,912.00,760.00,608.00,456.00,304.01,264.58,264.51
1530,0.78,0.78,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1530.00,1530.00,1224.05,1071.00,918.00,765.00,612.00,459.00,306.02,266.35,266.32
1540,0.78,0.78,0.96,0.98,0.99,0.99,0.99,1.00,0.99,0.99,0.99,1540.00,1540.00,1232.02,1078.00,924.00,770.00,616.00,462.00,308.02,267.89,268.12
1550,0.78,0.78,0.96,0.98,0.99,0.99,0.99,1.00,0.99,0.99,0.99,1550.00,1550.00,1240.01,1085.00,930.00,775.00,620.00,465.00,310.02,269.44,269.55
1560,0.78,0.79,0.96,0.98,0.99,0.99,0.99,1.00,0.99,0.99,0.99,1560.00,1560.00,1248.01,1092.00,936.00,780.00,624.00,468.00,312.02,271.57,271.26
1570,0.78,0.79,0.96,0.98,0.99,0.99,1.00,1.00,1.00,0.99,0.99,1570.00,1570.00,1256.04,1099.00,942.00,785.00,628.00,471.00,314.02,272.99,273.35
1580,0.79,0.79,0.96,0.98,0.99,0.99,1.00,1.00,1.00,0.99,0.99,1580.00,1580.00,1264.03,1106.00,948.00,790.00,632.00,474.00,316.02,275.19,274.95
1590,0.79,0.79,0.96,0.98,0.99,0.99,1.00,1.00,1.00,0.99,0.99,1590.00,1590.00,1272.00,1113.00,954.00,795.00,636.00,477.00,318.03,277.03,276.53
1600,0.79,0.79,0.96,0.98,0.99,0.99,0.99,1.00,1.00,0.99,0.99,1600.00,1600.00,1280.03,1120.00,960.00,800.00,640.00,480.00,320.02,278.46,278.36
1610,0.79,0.79,0.96,0.98,1.00,1.00,1.00,1.00,0.99,0.99,0.99,1610.00,1610.00,1288.02,1127.00,966.00,805.00,644.00,483.00,322.01,280.12,280.01
1620,0.79,0.79,0.96,0.98,0.99,1.00,1.00,1.00,0.99,1.00,0.99,1620.00,1620.00,1296.04,1134.00,972.00,810.00,648.00,486.00,324.01,281.52,281.81
1630,0.79,0.79,0.96,0.98,0.99,0.99,1.00,1.00,1.00,0.99,0.99,1630.00,1630.00,1304.03,1141.00,978.00,815.00,652.00,489.00,326.01,283.63,283.77
1640,0.79,0.79,0.96,0.99,0.99,0.99,1.00,1.00,0.99,0.99,0.99,1640.00,1640.00,1312.03,1148.00,984.00,820.00,656.00,492.00,328.02,285.23,285.14
1650,0.79,0.79,0.97,0.98,0.99,0.99,1.00,1.00,1.00,0.99,0.99,1650.00,1650.00,1320.02,1155.00,990.00,825.00,660.00,495.00,330.03,286.92,287.15
1660,0.79,0.79,0.97,0.98,0.99,1.00,1.00,1.00,1.00,0.99,0.99,1660.00,1660.00,1328.02,1162.00,996.00,830.00,664.00,498.00,332.01,288.73,288.94
1670,0.79,0.79,0.97,0.99,0.99,1.00,1.00,1.00,0.99,0.99,1.00,1670.00,1670.00,1336.02,1169.00,1002.00,835.00,668.00,501.00,334.01,290.17,291.84
1680,0.79,0.79,0.97,0.99,0.99,0.99,1.00,1.00,0.99,0.99,0.99,1680.00,1680.00,1344.02,1176.00,1008.00,840.00,672.00,504.00,336.02,292.29,292.09
1690,0.80,0.79,0.97,0.98,0.99,0.99,1.00,1.00,0.99,0.99,0.99,1690.00,1690.00,1352.01,1183.00,1014.00,845.00,676.00,507.00,338.01,293.92,293.91
1700,0.80,0.79,0.97,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1700.00,1700.00,1360.01,1190.00,1020.00,850.00,680.00,510.00,340.01,296.30,296.16
1710,0.79,0.79,0.97,0.99,0.99,1.00,1.00,1.00,0.99,0.99,1.00,1710.00,1710.00,1368.03,1197.00,1026.00,855.00,684.00,513.00,342.01,297.42,297.22
1720,0.80,0.80,0.97,0.99,0.99,0.99,1.00,1.00,1.00,1.00,0.99,1720.00,1720.00,1376.04,1204.00,1032.00,860.00,688.00,516.00,344.02,298.52,299.02
1730,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,0.99,0.99,1730.00,1730.00,1384.01,1211.00,1038.00,865.00,692.00,519.00,346.01,300.66,300.67
1740,0.80,0.80,0.97,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1740.00,1740.00,1392.00,1218.00,1044.00,870.00,696.00,522.00,348.01,302.29,303.48
1750,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,0.99,1.00,0.99,1750.00,1750.00,1400.01,1225.00,1050.00,875.00,700.00,525.00,350.02,304.84,304.56
1760,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1760.00,1760.00,1408.01,1232.00,1056.00,880.00,704.00,528.00,352.01,305.42,306.27
1770,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1770.00,1770.00,1416.03,1239.00,1062.00,885.00,708.00,531.00,354.00,307.89,307.90
1780,0.80,0.80,0.97,0.98,0.99,1.00,1.00,1.00,1.00,1.00,0.99,1780.00,1780.00,1424.01,1246.00,1068.00,890.00,712.00,534.00,356.01,310.05,309.68
1790,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,0.99,1790.00,1790.00,1432.03,1253.00,1074.00,895.00,716.00,537.00,358.00,311.15,311.22
1800,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,0.99,1.00,1800.00,1800.00,1440.00,1260.00,1080.00,900.00,720.00,540.00,360.03,313.06,313.71
1810,0.80,0.80,0.97,0.99,1.00,1.00,1.00,1.00,1.00,0.99,1.00,1810.00,1810.00,1448.00,1267.00,1086.00,905.00,724.00,543.00,362.01,315.15,314.68
1820,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1820.00,1820.00,1456.00,1274.00,1092.00,910.00,728.00,546.00,364.01,316.34,316.19
1830,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,0.99,1830.00,1830.00,1464.00,1281.00,1098.00,915.00,732.00,549.00,366.01,318.33,318.39
1840,0.80,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1840.00,1840.00,1472.03,1288.00,1104.00,920.00,736.00,552.00,368.01,319.47,319.97
1850,0.81,0.80,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,0.99,1850.00,1850.00,1480.00,1295.00,1110.00,925.00,740.00,555.00,370.00,321.89,321.76
1860,0.81,0.80,0.97,0.99,1.00,1.00,1.00,1.00,1.00,0.99,1.00,1860.00,1860.00,1488.01,1302.00,1116.00,930.00,744.00,558.00,372.01,323.58,323.30
1870,0.81,0.81,0.97,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1870.00,1870.00,1496.00,1309.00,1122.00,935.00,748.00,561.00,374.01,325.31,324.68
1880,0.81,0.81,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1880.00,1880.00,1504.03,1316.00,1128.00,940.00,752.00,564.00,376.01,326.90,326.72
1890,0.81,0.81,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1890.00,1890.00,1512.00,1323.00,1134.00,945.00,756.00,567.00,378.00,328.29,329.11
1900,0.81,0.81,0.97,0.99,0.99,1.00,1.00,1.00,1.00,0.99,1.00,1900.00,1900.00,1520.01,1330.00,1140.00,950.00,760.00,570.00,380.01,330.02,330.57
1910,0.81,0.81,0.98,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1910.00,1910.00,1528.00,1337.00,1146.00,955.00,764.00,573.00,382.01,332.16,331.95
1920,0.81,0.81,0.97,0.99,0.99,1.00,1.00,1.00,1.00,1.00,0.99,1920.00,1920.00,1536.00,1344.00,1152.00,960.00,768.00,576.00,384.01,334.53,334.17
1930,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1930.00,1930.00,1544.00,1351.00,1158.00,965.00,772.00,579.00,386.00,335.66,335.73
1940,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1940.00,1940.00,1552.02,1358.00,1164.00,970.00,776.00,582.00,388.00,337.42,337.15
1950,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1950.00,1950.00,1560.00,1365.00,1170.00,975.00,780.00,585.00,390.00,339.47,339.51
1960,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1960.00,1960.00,1568.02,1372.00,1176.00,980.00,784.00,588.00,392.00,340.67,340.52
1970,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1970.00,1970.00,1576.00,1379.00,1182.00,985.00,788.00,591.00,394.01,342.80,342.35
1980,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1980.00,1980.00,1584.02,1386.00,1188.00,990.00,792.00,594.00,396.00,345.54,344.56
1990,0.81,0.81,0.98,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1990.00,1990.00,1592.00,1393.00,1194.00,995.00,796.00,597.00,398.01,346.01,346.47
2000,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2000.00,2000.00,1600.00,1400.00,1200.00,1000.00,800.00,600.00,400.00,347.89,347.90
2010,0.81,0.81,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2010.00,2010.00,1608.00,1407.00,1206.00,1005.00,804.00,603.00,402.00,350.13,349.18
2020,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2020.00,2020.00,1616.00,1414.00,1212.00,1010.00,808.00,606.00,404.00,350.66,351.68
2030,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2030.00,2030.00,1624.00,1421.00,1218.00,1015.00,812.00,609.00,406.01,353.19,353.08
2040,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2040.00,2040.00,1632.00,1428.00,1224.00,1020.00,816.00,612.00,408.00,354.75,355.03
2050,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2050.00,2050.00,1640.02,1435.00,1230.00,1025.00,820.00,615.00,410.00,356.44,356.64
2060,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2060.00,2060.00,1648.00,1442.00,1236.00,1030.00,824.00,618.00,412.00,359.14,358.87
2070,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2070.00,2070.00,1656.00,1449.00,1242.00,1035.00,828.00,621.00,414.01,359.98,359.71
2080,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2080.00,2080.00,1664.00,1456.00,1248.00,1040.00,832.00,624.00,416.02,362.29,361.29
2090,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2090.00,2090.00,1672.00,1463.00,1254.00,1045.00,836.00,627.00,418.00,363.47,363.53
2100,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2100.00,2100.00,1680.00,1470.00,1260.00,1050.00,840.00,630.00,420.00,365.13,365.00
2110,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2110.00,2110.00,1688.00,1477.00,1266.00,1055.00,844.00,633.00,422.00,366.71,366.64
2120,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2120.00,2120.00,1696.00,1484.00,1272.00,1060.00,848.00,636.00,424.00,368.71,369.18
2130,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2130.00,2130.00,1704.00,1491.00,1278.00,1065.00,852.00,639.00,426.00,370.35,369.78
2140,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2140.00,2140.00,1712.02,1498.00,1284.00,1070.00,856.00,642.00,428.01,371.29,372.23
2150,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2150.00,2150.00,1720.00,1505.00,1290.00,1075.00,860.00,645.00,430.00,373.33,374.37
2160,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2160.00,2160.00,1728.00,1512.00,1296.00,1080.00,864.00,648.00,432.00,375.79,376.18
2170,0.82,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2170.00,2170.00,1736.00,1519.00,1302.00,1085.00,868.00,651.00,434.00,376.25,378.03
2180,0.82,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2180.00,2180.00,1744.00,1526.00,1308.00,1090.00,872.00,654.00,436.00,379.89,379.39
2190,0.82,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2190.00,2190.00,1752.00,1533.00,1314.00,1095.00,876.00,657.00,438.00,381.85,380.04
2200,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2200.00,2200.00,1760.00,1540.00,1320.00,1100.00,880.00,660.00,440.00,383.22,382.71
2210,0.83,0.82,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2210.00,2210.00,1768.00,1547.00,1326.00,1105.00,884.00,663.00,442.01,383.72,384.74
2220,0.82,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2220.00,2220.00,1776.00,1554.00,1332.00,1110.00,888.00,666.00,444.00,385.85,386.52
2230,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2230.00,2230.00,1784.00,1561.00,1338.00,1115.00,892.00,669.00,446.00,386.81,387.07
2240,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2240.00,2240.00,1792.00,1568.00,1344.00,1120.00,896.00,672.00,448.00,389.81,389.59
2250,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2250.00,2250.00,1800.00,1575.00,1350.00,1125.00,900.00,675.00,450.00,390.90,391.56
2260,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2260.00,2260.00,1808.00,1582.00,1356.00,1130.00,904.00,678.00,452.01,393.20,392.77
2270,0.83,0.83,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2270.00,2270.00,1816.00,1589.00,1362.00,1135.00,908.00,681.00,454.00,395.18,394.54
2280,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2280.00,2280.00,1824.00,1596.00,1368.00,1140.00,912.00,684.00,456.00,396.54,396.55
2290,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2290.00,2290.00,1832.00,1603.00,1374.00,1145.00,916.00,687.00,458.00,397.65,398.55
2300,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2300.00,2300.00,1840.00,1610.00,1380.00,1150.00,920.00,690.00,460.00,399.92,401.12
2310,0.83,0.83,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2310.00,2310.00,1848.00,1617.00,1386.00,1155.00,924.00,693.00,462.02,402.39,402.41
2320,0.83,0.83,0.98,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2320.00,2320.00,1856.00,1624.00,1392.00,1160.00,928.00,696.00,464.00,404.29,403.69
2330,0.83,0.83,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2330.00,2330.00,1864.00,1631.00,1398.00,1165.00,932.00,699.00,466.00,404.69,406.01
2340,0.83,0.83,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2340.00,2340.00,1872.00,1638.00,1404.00,1170.00,936.00,702.00,468.01,406.51,408.25
2350,0.83,0.83,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2350.00,2350.00,1880.00,1645.00,1410.00,1175.00,940.00,705.00,470.01,409.15,408.99
2360,0.83,0.84,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2360.00,2360.00,1888.00,1652.00,1416.00,1180.00,944.00,708.00,472.00,410.54,409.94
2370,0.84,0.83,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2370.00,2370.00,1896.00,1659.00,1422.00,1185.00,948.00,711.00,474.02,411.18,412.30
2380,0.84,0.84,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2380.00,2380.00,1904.00,1666.00,1428.00,1190.00,952.00,714.00,476.02,411.32,416.79
2390,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2390.00,2390.00,1912.00,1673.00,1434.00,1195.00,956.00,717.00,478.03,415.72,415.81
2400,0.84,0.83,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2400.00,2400.00,1920.00,1680.00,1440.00,1200.00,960.00,720.00,480.00,415.73,417.32
2410,0.84,0.84,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2410.00,2410.00,1928.00,1687.00,1446.00,1205.00,964.00,723.00,482.00,419.39,419.04
2420,0.84,0.84,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2420.00,2420.00,1936.00,1694.00,1452.00,1210.00,968.00,726.00,484.00,421.31,420.55
2430,0.84,0.84,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2430.00,2430.00,1944.00,1701.00,1458.00,1215.00,972.00,729.00,486.00,424.61,423.08
2440,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2440.00,2440.00,1952.00,1708.00,1464.00,1220.00,976.00,732.00,488.00,424.44,425.24
2450,0.84,0.84,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2450.00,2450.00,1960.00,1715.00,1470.00,1225.00,980.00,735.00,490.00,426.40,426.59
2460,0.84,0.84,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2460.00,2460.00,1968.00,1722.00,1476.00,1230.00,984.00,738.00,492.00,427.85,428.67
2470,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2470.00,2470.00,1976.00,1729.00,1482.00,1235.00,988.00,741.00,494.00,429.09,428.69
2480,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2480.00,2480.00,1984.00,1736.00,1488.00,1240.00,992.00,744.00,496.00,431.58,432.37
2490,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2490.00,2490.00,1992.00,1743.00,1494.00,1245.00,996.00,747.00,498.00,434.13,433.80
2500,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2500.00,2500.00,2000.00,1750.00,1500.00,1250.00,1000.00,750.00,500.00,435.70,435.08
2510,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2510.00,2510.00,2008.00,1757.00,1506.00,1255.00,1004.00,753.00,502.00,436.49,436.50
2520,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2520.00,2520.00,2016.00,1764.00,1512.00,1260.00,1008.00,756.00,504.00,438.43,438.43
2530,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2530.00,2530.00,2024.00,1771.00,1518.00,1265.00,1012.00,759.00,506.00,439.94,439.96
2540,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2540.00,2540.00,2032.00,1778.00,1524.00,1270.00,1016.00,762.00,508.00,441.53,442.59
2550,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2550.00,2550.00,2040.00,1785.00,1530.00,1275.00,1020.00,765.00,510.00,443.74,443.02
2560,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2560.00,2560.00,2048.00,1792.00,1536.00,1280.00,1024.00,768.00,512.00,445.99,445.35
2570,0.84,0.84,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2570.00,2570.00,2056.00,1799.00,1542.00,1285.00,1028.00,771.00,514.00,446.74,448.40
2580,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2580.00,2580.00,2064.00,1806.00,1548.00,1290.00,1032.00,774.00,516.00,448.57,447.17
2590,0.84,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2590.00,2590.00,2072.00,1813.00,1554.00,1295.00,1036.00,777.00,518.00,450.86,449.57
2600,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2600.00,2600.00,2080.00,1820.00,1560.00,1300.00,1040.00,780.00,520.00,452.09,451.70
2610,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2610.00,2610.00,2088.00,1827.00,1566.00,1305.00,1044.00,783.00,522.00,453.89,454.96
2620,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2620.00,2620.00,2096.00,1834.00,1572.00,1310.00,1048.00,786.00,524.00,456.01,455.94
2630,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2630.00,2630.00,2104.00,1841.00,1578.00,1315.00,1052.00,789.00,526.00,456.93,457.77
2640,0.85,0.85,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2640.00,2640.00,2112.00,1848.00,1584.00,1320.00,1056.00,792.00,528.00,458.00,459.08
2650,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2650.00,2650.00,2120.00,1855.00,1590.00,1325.00,1060.00,795.00,530.00,461.70,461.88
2660,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2660.00,2660.00,2128.00,1862.00,1596.00,1330.00,1064.00,798.00,532.00,463.79,463.53
2670,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2670.00,2670.00,2136.00,1869.00,1602.00,1335.00,1068.00,801.00,534.00,464.12,463.82
2680,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2680.00,2680.00,2144.00,1876.00,1608.00,1340.00,1072.00,804.00,536.00,468.04,465.81
2690,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2690.00,2690.00,2152.00,1883.00,1614.00,1345.00,1076.00,807.00,538.00,466.51,467.38
2700,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2700.00,2700.00,2160.00,1890.00,1620.00,1350.00,1080.00,810.00,540.00,469.89,470.35
2710,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2710.00,2710.00,2168.00,1897.00,1626.00,1355.00,1084.00,813.00,542.00,471.41,472.67
2720,0.85,0.85,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2720.00,2720.00,2176.00,1904.00,1632.00,1360.00,1088.00,816.00,544.00,473.59,474.09
2730,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2730.00,2730.00,2184.00,1911.00,1638.00,1365.00,1092.00,819.00,546.00,476.05,474.68
2740,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2740.00,2740.00,2192.00,1918.00,1644.00,1370.00,1096.00,822.00,548.00,476.99,476.43
2750,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2750.00,2750.00,2200.00,1925.00,1650.00,1375.00,1100.00,825.00,550.00,478.21,476.49
2760,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2760.00,2760.00,2208.00,1932.00,1656.00,1380.00,1104.00,828.00,552.00,480.23,479.34
2770,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2770.00,2770.00,2216.00,1939.00,1662.00,1385.00,1108.00,831.00,554.00,481.97,481.06
2780,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2780.00,2780.00,2224.00,1946.00,1668.00,1390.00,1112.00,834.00,556.00,483.20,483.58
2790,0.85,0.85,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2790.00,2790.00,2232.00,1953.00,1674.00,1395.00,1116.00,837.00,558.00,485.30,485.17
2800,0.86,0.86,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2800.00,2800.00,2240.00,1960.00,1680.00,1400.00,1120.00,840.00,560.00,487.37,486.60
